Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Field Goals Attempted 0-39,Field Goals Made 0-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Attempted,Extra Points Made,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP,PPR Fantasy Points Scored,Standard Fantasy Points Scored,Total_Injuries
Aldrick Rosas,25.0,2019,K,NYG,16.0,0.0,,,,,,,,,,,,,,12.0,11.0,4.0,1.0,1.0,0.0,17.0,12.0,39.0,35.0,,,,,,,,,,,,,,,,,,,,,,227.0,,172.0,261.0,242.2,15.0,59.0,59.0,0.0
Alec Ingold,23.0,2019,RB,OAK,16.0,4.0,,,,,,10.0,17.0,0.0,6.0,6.0,44.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,12.1,0.0
Alex Armah,25.0,2019,RB,CAR,16.0,1.0,,,,,,6.0,11.0,1.0,2.0,2.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,,,,685.0,10.0,9.7,7.7,0.0
Alex Erickson,27.0,2019,WR,CIN,16.0,6.0,1.0,1.0,26.0,0.0,0.0,5.0,33.0,0.0,78.0,43.0,529.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.0,,,,408.0,106.0,92.24,49.24,0.0
Alex Tanney,32.0,2019,QB,NYG,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.0,,,,644.0,58.0,0.04,0.04,0.0
Alexander Hollins,23.0,2019,WR,MIN,5.0,1.0,,,,,,0.0,0.0,0.0,4.0,2.0,46.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,4.6,0.0
Alexander Mattison,21.0,2019,RB,MIN,13.0,0.0,,,,,,100.0,462.0,1.0,12.0,10.0,82.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,,261.0,141.0,176.7,56.0,68.4,58.4,1.0
Alfred Morris,31.0,2019,RB,ARI,1.0,0.0,,,,,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.0,,,236.0,480.0,92.0,0.4,0.4,0.0
Allen Hurns,28.0,2019,WR,MIA,14.0,7.0,,,,,,0.0,0.0,0.0,47.0,32.0,416.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.0,,,,944.0,196.0,83.6,51.6,1.0
Allen Lazard,24.0,2019,WR,GNB,16.0,3.0,,,,,,1.0,21.0,0.0,52.0,35.0,477.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,,,513.0,130.0,102.8,67.8,0.0
Allen Robinson,26.0,2019,WR,CHI,16.0,15.0,,,,,,1.0,2.0,0.0,154.0,98.0,1147.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,89.0,67.0,72.5,28.0,254.9,156.9,0.0
Alshon Jeffery,29.0,2019,WR,PHI,10.0,10.0,,,,,,1.0,2.0,1.0,73.0,43.0,490.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,86.0,73.0,67.7,27.0,122.2,79.2,2.0
Alvin Kamara,24.0,2019,RB,NOR,14.0,9.0,1.0,1.0,13.0,0.0,0.0,171.0,797.0,5.0,97.0,81.0,533.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,3.0,2.5,2.0,242.52,161.52,2.0
Amari Cooper,25.0,2019,WR,DAL,16.0,16.0,,,,,,1.0,6.0,0.0,119.0,79.0,1189.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,28.0,35.0,31.2,12.0,246.5,167.5,0.0
Ameer Abdullah,26.0,2019,RB,MIN,16.0,0.0,,,,,,23.0,115.0,0.0,21.0,15.0,88.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,302.0,64.0,39.3,24.3,0.0
Andre Patton,25.0,2019,WR,LAC,13.0,5.0,,,,,,0.0,0.0,0.0,17.0,6.0,56.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,5.6,0.0
Andre Roberts,31.0,2019,WR,BUF,13.0,0.0,,,,,,1.0,7.0,0.0,7.0,3.0,20.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0,,,,355.0,87.0,3.7,0.7,3.0
Andrew Beck,23.0,2019,TE,DEN,16.0,6.0,1.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,12.0,9.0,90.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.54,15.54,0.0
Andy Dalton,32.0,2019,QB,CIN,13.0,13.0,528.0,314.0,3494.0,16.0,14.0,32.0,73.0,4.0,1.0,1.0,-4.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,259.0,,257.0,240.0,246.6,29.0,193.66,192.66,0.0
Andy Isabella,23.0,2019,WR,ARI,15.0,1.0,,,,,,4.0,15.0,0.0,13.0,9.0,189.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,278.0,257.0,398.6,99.0,35.4,26.4,0.0
Andy Janovich,26.0,2019,RB,DEN,7.0,3.0,,,,,,1.0,1.0,1.0,5.0,5.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,400.0,78.0,15.3,10.3,2.0
Andy Lee,37.0,2019,K,ARI,15.0,0.0,1.0,1.0,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
Anthony Firkser,24.0,2019,RB,TEN,15.0,1.0,,,,,,0.0,0.0,0.0,24.0,14.0,204.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.0,,,,702.0,11.0,40.4,26.4,0.0
Anthony Miller,25.0,2019,WR,CHI,16.0,7.0,,,,,,1.0,-1.0,0.0,85.0,52.0,656.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,,200.0,137.0,148.7,51.0,127.5,75.5,0.0
Anthony Sherman,31.0,2019,RB,KAN,16.0,0.0,,,,,,4.0,9.0,0.0,3.0,2.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,,,,316.0,66.0,5.1,3.1,0.0
Antonio Brown,31.0,2019,WR,NWE,1.0,0.0,,,,,,1.0,5.0,0.0,8.0,4.0,56.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,19.0,21.0,21.0,8.0,16.1,12.1,1.0
Antonio Callaway,22.0,2019,WR,CLE,4.0,2.0,,,,,,0.0,0.0,0.0,15.0,8.0,89.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.0,,271.0,,444.5,114.0,16.9,8.9,0.0
Antony Auclair,26.0,2019,TE,TAM,8.0,5.0,,,,,,0.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.0,,,,810.0,93.0,2.1,1.1,0.0
Arizona Cardinals DST,,2019,DEF,ARI,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,6432.0,1080.0,17.0,375.0,4510.0,38.0,1922.0,9.0,114.0,1041.0,38.0,43.0,9.3,40.0,7.0,10.0,19.0,0.0,0.0,0.0,,981.0,,246.0,,492.3,30.0,74.0,74.0,0.0
Ashton Dulin,22.0,2019,WR,IND,13.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,,,,418.0,109.0,3.7,1.7,0.0
Atlanta Falcons DST,,2019,DEF,ATL,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,5693.0,985.0,20.0,330.0,3918.0,28.0,1775.0,13.0,127.0,1080.0,30.0,42.5,9.0,28.0,12.0,8.0,13.0,0.0,3.0,0.0,,239.0,,227.0,,233.5,18.0,86.0,86.0,0.0
Auden Tate,22.0,2019,WR,CIN,12.0,10.0,,,,,,0.0,0.0,0.0,80.0,40.0,575.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0,,,,532.0,139.0,101.5,61.5,0.0
Austin Carr,26.0,2019,WR,NOR,6.0,3.0,,,,,,0.0,0.0,0.0,4.0,1.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,,,,398.0,98.0,1.9,0.9,0.0
Austin Ekeler,24.0,2019,RB,LAC,16.0,8.0,,,,,,132.0,557.0,3.0,108.0,92.0,993.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,98.0,59.0,70.8,29.0,307.0,215.0,0.0
Austin Hooper,25.0,2019,TE,ATL,13.0,10.0,,,,,,0.0,0.0,0.0,97.0,75.0,787.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,112.0,123.0,114.0,12.0,189.7,114.7,3.0
Austin Seibert,23.0,2019,K,CLE,16.0,0.0,,,,,,,,,,,,,,15.0,15.0,12.0,9.0,2.0,1.0,29.0,25.0,35.0,30.0,,,,,,,,,,,,,,,,,,,,,,959.0,,,243.0,494.0,36.0,102.0,102.0,0.0
Baker Mayfield,24.0,2019,QB,CLE,16.0,16.0,534.0,317.0,3827.0,22.0,21.0,28.0,141.0,3.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,46.0,68.0,59.7,4.0,219.18,219.18,0.0
Baltimore Ravens DST,,2019,DEF,BAL,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,4809.0,921.0,25.0,276.0,3315.0,15.0,1494.0,12.0,97.0,795.0,39.0,32.5,14.5,37.0,13.0,12.0,15.0,0.0,6.0,0.0,,167.0,,70.0,133.0,132.2,5.0,123.0,123.0,0.0
Ben Braunecker,25.0,2019,TE,CHI,11.0,3.0,,,,,,0.0,0.0,0.0,11.0,6.0,59.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0,,,,528.0,65.0,17.9,11.9,3.0
Ben Koyack,26.0,2019,TE,JAX,11.0,6.0,,,,,,0.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.0,,,,781.0,91.0,1.9,0.9,0.0
Ben Roethlisberger,37.0,2019,QB,PIT,2.0,2.0,62.0,35.0,351.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,110.0,106.0,106.7,11.0,10.74,10.74,0.0
Ben Watson,39.0,2019,TE,NWE,10.0,8.0,,,,,,0.0,0.0,0.0,24.0,17.0,173.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,17.3,0.0
Bennie Fowler,28.0,2019,WR,NYG,8.0,2.0,,,,,,1.0,20.0,0.0,36.0,23.0,193.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,847.0,,,,847.0,190.0,46.3,23.3,0.0
Benny Snell Jr.,21.0,2019,RB,PIT,13.0,2.0,,,,,,108.0,426.0,2.0,4.0,3.0,23.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.0,,,,505.0,97.0,57.9,54.9,0.0
Bilal Powell,31.0,2019,RB,NYJ,13.0,1.0,1.0,0.0,0.0,0.0,0.0,59.0,229.0,0.0,12.0,7.0,33.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,664.5,116.0,33.2,26.2,1.0
Blake Bell,28.0,2019,TE,KAN,15.0,7.0,,,,,,0.0,0.0,0.0,15.0,8.0,67.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,,,,267.0,26.0,14.7,6.7,1.0
Blake Bortles,27.0,2019,QB,LAR,3.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,,,,335.0,33.0,-0.78,-0.78,0.0
Blake Jarwin,25.0,2019,TE,DAL,16.0,7.0,,,,,,0.0,0.0,0.0,41.0,31.0,365.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,319.0,29.0,83.5,52.5,0.0
Bo Scarbrough,25.0,2019,RB,DET,6.0,5.0,,,,,,89.0,377.0,1.0,4.0,1.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.0,,,,507.0,98.0,43.2,42.2,1.0
Bobo Wilson,24.0,2019,WR,TAM,6.0,1.0,,,,,,0.0,0.0,0.0,11.0,3.0,35.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.0,,,,543.0,142.0,0.5,-2.5,0.0
Boston Scott,24.0,2019,RB,PHI,11.0,2.0,,,,,,61.0,245.0,5.0,26.0,24.0,204.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,,,,620.0,109.0,90.9,66.9,0.0
Bradley Pinion,25.0,2019,K,TAM,16.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Brandin Cooks,26.0,2019,WR,LAR,14.0,14.0,,,,,,6.0,52.0,0.0,72.0,42.0,583.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,39.0,44.0,38.8,15.0,117.5,75.5,0.0
Brandon Allen,27.0,2019,QB,DEN,3.0,3.0,84.0,39.0,515.0,3.0,2.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.0,,,,734.0,64.0,32.5,32.5,0.0
Brandon Bolden,29.0,2019,RB,NWE,15.0,2.0,,,,,,15.0,68.0,3.0,11.0,9.0,111.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,,,,377.0,73.0,50.9,41.9,0.0
Brandon McManus,28.0,2019,K,DEN,16.0,0.0,,,,,,,,,,,,,,15.0,15.0,12.0,10.0,7.0,4.0,34.0,29.0,26.0,25.0,,,,,,,,,,,,,,,,,,,,,,219.0,,202.0,255.0,250.2,18.0,123.0,123.0,0.0
Brandon Zylstra,26.0,2019,WR,CAR,8.0,0.0,,,,,,0.0,0.0,0.0,12.0,8.0,106.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.0,,,,498.0,126.0,16.6,8.6,0.0
Braxton Berrios,24.0,2019,WR,NYJ,16.0,0.0,,,,,,0.0,0.0,0.0,13.0,6.0,115.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.0,,,,474.0,122.0,15.5,9.5,0.0
Breshad Perriman,26.0,2019,WR,TAM,14.0,4.0,,,,,,2.0,16.0,0.0,69.0,36.0,645.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,552.3,143.0,138.1,102.1,2.0
Brett Hundley,26.0,2019,QB,ARI,3.0,0.0,11.0,5.0,49.0,0.0,0.0,7.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.0,,,,537.0,52.0,6.06,6.06,0.0
Brett Kern,33.0,2019,K,TEN,16.0,0.0,2.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Brett Maher,30.0,2019,K,DAL,13.0,0.0,,,,,,,,,,,,,,17.0,15.0,5.0,1.0,8.0,4.0,30.0,20.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,175.0,,167.0,216.0,210.3,12.0,95.0,95.0,0.0
Brian Hill,24.0,2019,RB,ATL,12.0,2.0,,,,,,78.0,323.0,2.0,14.0,10.0,69.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.0,,,,566.0,104.0,67.2,57.2,0.0
Brian Hoyer,34.0,2019,QB,IND,4.0,1.0,65.0,35.0,372.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.0,,,,522.0,49.0,19.08,19.08,0.0
Britton Colquitt,34.0,2019,K,MIN,16.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Bryan Anger,31.0,2019,K,HOU,14.0,0.0,,,,,,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Buddy Howell,23.0,2019,RB,HOU,16.0,0.0,,,,,,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.0,,,,961.0,133.0,1.0,1.0,0.0
Buffalo Bills DST,,2019,DEF,BUF,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,4772.0,985.0,23.0,295.0,3123.0,15.0,1649.0,12.0,94.0,815.0,33.0,23.6,12.1,44.0,14.0,9.0,15.0,1.0,1.0,0.0,,113.0,,183.0,224.0,196.7,15.0,98.0,98.0,0.0
Byron Pringle,26.0,2019,WR,KAN,16.0,0.0,,,,,,0.0,0.0,0.0,16.0,12.0,170.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,,,,371.0,92.0,35.0,23.0,0.0
C.J. Anderson,28.0,2019,RB,DET,2.0,0.0,,,,,,16.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,,237.0,179.0,206.2,58.0,4.3,4.3,0.0
C.J. Board,26.0,2019,WR,JAX,4.0,0.0,,,,,,0.0,0.0,0.0,4.0,2.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.0,,,,879.0,191.0,5.1,3.1,0.0
C.J. Ham,26.0,2019,RB,MIN,16.0,7.0,,,,,,7.0,17.0,0.0,26.0,17.0,149.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0,,,,357.0,2.0,37.6,20.6,0.0
C.J. Prosise,25.0,2019,RB,SEA,9.0,0.0,,,,,,23.0,72.0,1.0,12.0,10.0,76.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.0,,,,702.0,121.0,28.8,18.8,0.0
C.J. Uzomah,26.0,2019,TE,CIN,16.0,16.0,,,,,,0.0,0.0,0.0,40.0,27.0,242.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.0,,,,540.0,70.0,63.2,36.2,0.0
Cairo Santos,28.0,2019,K,TEN,5.0,0.0,,,,,,,,,,,,,,3.0,1.0,3.0,2.0,3.0,1.0,9.0,4.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,410.0,,,,410.0,34.0,23.0,23.0,0.0
Calvin Ridley,25.0,2019,WR,ATL,13.0,10.0,,,,,,2.0,34.0,0.0,93.0,63.0,866.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,72.0,53.0,58.0,23.0,195.0,132.0,0.0
Cam Newton,30.0,2019,QB,CAR,2.0,2.0,89.0,50.0,572.0,0.0,1.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,66.0,98.0,86.7,9.0,16.68,16.68,6.0
Cam Sims,23.0,2019,WR,WAS,7.0,1.0,,,,,,0.0,0.0,0.0,3.0,2.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.0,,,,642.0,171.0,4.7,2.7,0.0
Cameron Brate,28.0,2019,TE,TAM,16.0,6.0,,,,,,0.0,0.0,0.0,55.0,36.0,311.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.0,,,,532.0,67.0,91.1,55.1,0.0
Carlos Hyde,29.0,2019,RB,HOU,16.0,14.0,,,,,,245.0,1070.0,6.0,16.0,10.0,42.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,,168.0,118.0,155.7,52.0,149.2,139.2,0.0
Carolina Panthers DST,,2019,DEF,CAR,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,5992.0,1042.0,21.0,355.0,3696.0,21.0,2296.0,31.0,109.0,940.0,30.0,40.1,10.2,53.0,14.0,7.0,8.0,2.0,1.0,0.0,,202.0,,193.0,273.0,249.4,23.0,105.0,105.0,0.0
Carson Wentz,27.0,2019,QB,PHI,16.0,16.0,607.0,388.0,4039.0,27.0,7.0,62.0,243.0,1.0,0.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,90.0,84.0,81.0,7.0,253.86,253.86,0.0
Case Keenum,31.0,2019,QB,WAS,10.0,8.0,247.0,160.0,1707.0,11.0,5.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,535.7,51.0,97.48,97.48,0.0
Cedrick Wilson Jr.,24.0,2019,WR,DAL,6.0,0.0,,,,,,0.0,0.0,0.0,8.0,5.0,46.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0,,,,586.0,154.0,9.6,4.6,0.0
Cethan Carter,24.0,2019,TE,CIN,15.0,0.0,,,,,,0.0,0.0,0.0,3.0,2.0,13.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0,,,,556.0,74.0,9.3,7.3,1.0
Chad Beebe,25.0,2019,WR,MIN,3.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,70.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.0,,,,632.0,168.0,3.0,1.0,0.0
Chad Williams,25.0,2019,WR,IND,1.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.0,,,,613.0,162.0,0.0,0.0,0.0
