Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Fumbles Lost,Field Goals Attempted 0-19,Field Goals Made 0-19,Field Goals Attempted 20-29,Field Goals Made 20-29,Field Goals Attempted 30-39,Field Goals Made 30-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Made,Extra Points Attempted,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP
Cameron Dicker,24.0,2024,K,LAC,17.0,0.0,,,,,,,,,,,,,,,1.0,1.0,9.0,9.0,9.0,9.0,12.0,11.0,11.0,9.0,42.0,39.0,33.0,36.0,,,,,,,,,,,,,,,,,,,,,,159.0,152.0,120.0,206.0,166.8,10
Carson Steele,22.0,2024,RB,KAN,17.0,3.0,,,,,,56.0,183.0,0.0,11.0,7.0,26.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,301.0,267.0,202.0,225.7,61
Carson Wentz,32.0,2024,QB,KAN,3.0,1.0,19.0,12.0,118.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,301.0,364.0,301.0,315.5,38
Casey Washington,23.0,2024,WR,ATL,8.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,790.0,301.0,790.0,198
Cedric Tillman,24.0,2024,WR,CLE,11.0,6.0,,,,,,1.0,-5.0,0.0,49.0,29.0,339.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,462.0,301.0,462.0,147
Cedrick Wilson Jr.,29.0,2024,WR,NOR,15.0,4.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,27.0,20.0,211.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,494.0,301.0,494.0,158
CeeDee Lamb,25.0,2024,WR,DAL,15.0,15.0,,,,,,14.0,70.0,0.0,152.0,101.0,1194.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,2.0,2.0,2.6,1
Chad Ryland,25.0,2024,K,ARI,13.0,0.0,,,,,,,,,,,,,,,0.0,0.0,6.0,6.0,11.0,11.0,11.0,7.0,4.0,4.0,32.0,28.0,26.0,27.0,,,,,,,,,,,,,,,,,,,,,,324.0,301.0,340.0,301.0,332.0,33
Charlie Jones,26.0,2024,WR,CIN,8.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,301.0,543.0,301.0,439.5,142
Charlie Kolar,25.0,2024,TE,BAL,13.0,3.0,,,,,,1.0,2.0,0.0,11.0,9.0,131.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,301.0,695.0,301.0,591.0,93
Charlie Woerner,27.0,2024,TE,ATL,16.0,5.0,,,,,,0.0,0.0,0.0,12.0,7.0,46.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.0,301.0,658.0,301.0,560.5,89
Chase Brown,24.0,2024,RB,CIN,16.0,10.0,,,,,,229.0,990.0,7.0,65.0,54.0,360.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,118.0,141.0,87.0,111.2,36
Chase McLaughlin,28.0,2024,K,TAM,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,11.0,11.0,7.0,7.0,4.0,4.0,10.0,8.0,32.0,30.0,54.0,56.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,237.0,301.0,237.0,26
Chigoziem Okonkwo,25.0,2024,TE,TEN,17.0,11.0,,,,,,1.0,17.0,0.0,70.0,52.0,479.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Chris Blair,27.0,2024,WR,ATL,4.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,301.0,839.0,301.0,605.5,179
Chris Boswell,33.0,2024,K,PIT,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.0,9.0,12.0,12.0,8.0,7.0,15.0,13.0,44.0,41.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,197.0,301.0,176.0,301.0,186.5,13
Chris Brooks,24.0,2024,RB,GNB,15.0,0.0,,,,,,36.0,183.0,1.0,13.0,11.0,69.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,468.0,301.0,468.0,103
Chris Collier,24.0,2024,RB,LVR,3.0,0.0,,,,,,5.0,12.0,0.0,2.0,1.0,-4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,604.0,301.0,604.0,115
Chris Conley,32.0,2024,WR,SFO,15.0,2.0,,,,,,0.0,0.0,0.0,12.0,6.0,76.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,301.0,436.0,301.0,403.5,130
Chris Godwin,28.0,2024,WR,TAM,7.0,7.0,,,,,,1.0,2.0,0.0,62.0,50.0,576.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,75.0,84.0,72.0,76.2,34
Chris Manhertz,32.0,2024,TE,NYG,17.0,11.0,,,,,,0.0,0.0,0.0,4.0,3.0,30.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,569.0,301.0,569.0,91
Chris Oladokun,27.0,2024,QB,KAN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.0,301.0,711.0,301.0,597.0,72
Chris Olave,24.0,2024,WR,NOR,8.0,8.0,,,,,,1.0,7.0,0.0,44.0,32.0,400.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,23.0,29.0,27.0,26.2,12
Chris Rodriguez,24.0,2024,RB,WAS,9.0,0.0,,,,,,35.0,173.0,2.0,1.0,1.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,464.0,301.0,464.0,102
Christian Kirk,28.0,2024,WR,JAX,8.0,7.0,,,,,,0.0,0.0,0.0,47.0,27.0,379.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,66.0,75.0,66.0,74.6,33
Christian McCaffrey,28.0,2024,RB,SFO,4.0,4.0,,,,,,50.0,202.0,0.0,19.0,15.0,146.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1
Christian Watson,25.0,2024,WR,GNB,15.0,15.0,,,,,,4.0,23.0,0.0,53.0,29.0,620.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,103.0,134.0,97.0,102.2,41
Chuba Hubbard,25.0,2024,RB,CAR,15.0,15.0,,,,,,250.0,1195.0,10.0,54.0,43.0,171.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,140.0,156.0,102.0,132.4,41
Clayton Tune,25.0,2024,QB,ARI,6.0,0.0,2.0,2.0,8.0,0.0,0.0,7.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,762.0,301.0,762.0,76
Clyde Edwards-Helaire,25.0,2024,RB,NOR,2.0,0.0,,,,,,13.0,46.0,0.0,5.0,3.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,220.0,251.0,248.0,231.5,64
Cody Schrader,25.0,2024,RB,LAR,1.0,0.0,,,,,,1.0,3.0,0.0,1.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,301.0,489.0,301.0,462.0,101
Cody White,26.0,2024,WR,SEA,4.0,0.0,,,,,,0.0,0.0,0.0,3.0,2.0,44.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,830.0,301.0,830.0,203
Colby Parkinson,25.0,2024,TE,LAR,17.0,9.0,,,,,,0.0,0.0,0.0,49.0,30.0,294.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,244.0,294.0,235.0,257.7,31
Cole Kmet,25.0,2024,TE,CHI,17.0,16.0,,,,,,0.0,0.0,0.0,55.0,47.0,474.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,164.0,121.0,145.0,142.0,141.0,16
Collin Johnson,27.0,2024,WR,CHI,9.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,648.0,301.0,648.0,183
Connor Heyward,25.0,2024,TE,PIT,17.0,5.0,,,,,,0.0,0.0,0.0,8.0,6.0,40.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,301.0,374.0,301.0,320.0,42
Cooper Kupp,31.0,2024,WR,LAR,12.0,11.0,,,,,,2.0,10.0,0.0,100.0,67.0,710.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,39.0,26.0,32.0,34.8,18
Cooper Rush,31.0,2024,QB,DAL,12.0,8.0,308.0,187.0,1844.0,12.0,5.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,301.0,411.0,301.0,359.0,45
Cordarrelle Patterson,33.0,2024,RB,PIT,13.0,1.0,,,,,,32.0,135.0,0.0,14.0,12.0,80.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,281.0,301.0,281.0,75
Courtland Sutton,29.0,2024,WR,DEN,17.0,13.0,2.0,2.0,30.0,1.0,0.0,0.0,0.0,0.0,135.0,81.0,1081.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,116.0,139.0,104.0,112.4,47
Craig Reynolds,28.0,2024,RB,DET,17.0,0.0,,,,,,31.0,139.0,0.0,5.0,3.0,40.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,356.0,301.0,356.0,86
Curtis Samuel,28.0,2024,WR,BUF,14.0,2.0,,,,,,5.0,14.0,0.0,46.0,31.0,253.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,117.0,150.0,128.0,143.6,53
D'Andre Swift,25.0,2024,RB,CHI,17.0,17.0,,,,,,253.0,959.0,6.0,52.0,42.0,386.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,62.0,74.0,50.0,60.6,20
D'Ernest Johnson,28.0,2024,RB,JAX,14.0,1.0,,,,,,32.0,143.0,0.0,19.0,12.0,96.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,630.0,301.0,630.0,116
D'Onta Foreman,28.0,2024,RB,CLE,11.0,3.0,,,,,,71.0,232.0,0.0,8.0,6.0,54.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,269.0,335.0,301.0,302.0,79
D'Wayne Eskridge,27.0,2024,WR,MIA,6.0,0.0,,,,,,0.0,0.0,0.0,3.0,3.0,44.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
D.J. Moore,27.0,2024,WR,CHI,17.0,17.0,1.0,0.0,0.0,0.0,0.0,14.0,75.0,0.0,140.0,98.0,966.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,37.0,51.0,40.0,43.6,22
D.K. Metcalf,27.0,2024,WR,SEA,15.0,12.0,,,,,,0.0,0.0,0.0,108.0,66.0,992.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,43.0,46.0,38.0,41.2,19
DJ Chark,28.0,2024,WR,LAC,7.0,0.0,,,,,,0.0,0.0,0.0,10.0,4.0,31.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,247.0,495.0,301.0,371.0,118
DJ Turner,27.0,2024,WR,LVR,12.0,6.0,,,,,,5.0,33.0,1.0,29.0,16.0,158.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,668.0,301.0,668.0,186
Dak Prescott,31.0,2024,QB,DAL,8.0,8.0,286.0,185.0,1978.0,11.0,8.0,13.0,54.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,71.0,63.0,86.0,68.4,8
Dallas Goedert,29.0,2024,TE,PHI,10.0,10.0,,,,,,0.0,0.0,0.0,52.0,42.0,496.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,102.0,103.0,122.0,109.6,12
Dallin Holker,24.0,2024,TE,NOR,12.0,2.0,,,,,,0.0,0.0,0.0,4.0,3.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Dalton Kincaid,25.0,2024,TE,BUF,13.0,9.0,,,,,,0.0,0.0,0.0,75.0,44.0,448.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,51.0,53.0,48.0,53.6,5
Dalton Schultz,28.0,2024,TE,HOU,17.0,13.0,,,,,,0.0,0.0,0.0,85.0,53.0,532.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,106.0,129.0,139.0,125.6,13
Dalvin Cook,29.0,2024,RB,DAL,2.0,0.0,,,,,,8.0,20.0,0.0,1.0,1.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,301.0,231.0,192.0,208.0,58
Dameon Pierce,24.0,2024,RB,HOU,11.0,0.0,,,,,,40.0,293.0,2.0,4.0,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,204.0,223.0,218.0,215.0,59
Dan Chisena,27.0,2024,WR,CAR,6.0,0.0,,,,,,0.0,0.0,0.0,4.0,3.0,37.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,831.0,301.0,831.0,204
Dan Skipper,30.0,2024,T,DET,17.0,5.0,,,,,,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Daniel Bellinger,24.0,2024,TE,NYG,17.0,8.0,,,,,,0.0,0.0,0.0,17.0,14.0,125.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,282.0,360.0,301.0,331.7,46
Daniel Carlson,29.0,2024,K,LVR,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,10.0,10.0,11.0,11.0,8.0,6.0,11.0,7.0,40.0,34.0,23.0,25.0,,,,,,,,,,,,,,,,,,,,,,195.0,214.0,157.0,237.0,200.8,16
Daniel Jones,27.0,2024,QB,NYG,10.0,10.0,341.0,216.0,2070.0,8.0,7.0,67.0,265.0,2.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,248.0,261.0,231.0,246.7,31
Daniel Whelan,25.0,2024,K,GNB,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Dante Pettis,29.0,2024,WR,NOR,8.0,0.0,,,,,,0.0,0.0,0.0,28.0,12.0,120.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,381.0,301.0,808.0,301.0,594.5,177
Dare Ogunbowale,30.0,2024,RB,HOU,17.0,1.0,,,,,,30.0,112.0,0.0,28.0,19.0,198.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,412.0,301.0,412.0,96
Dareke Young,25.0,2024,WR,SEA,14.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,533.0,301.0,533.0,168
Darius Slayton,27.0,2024,WR,NYG,16.0,13.0,,,,,,2.0,17.0,0.0,71.0,39.0,573.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,279.0,306.0,225.0,270.0,86
Darnell Mooney,27.0,2024,WR,ATL,16.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,64.0,992.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,179.0,245.0,168.0,183.2,63
Darnell Washington,23.0,2024,TE,PIT,17.0,9.0,,,,,,0.0,0.0,0.0,25.0,19.0,200.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0,301.0,327.0,301.0,305.0,39
Darrynton Evans,26.0,2024,RB,CHI,5.0,0.0,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,645.0,301.0,645.0,117
Davante Adams,32.0,2024,WR,2TM,14.0,14.0,,,,,,0.0,0.0,0.0,141.0,85.0,1063.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,17.0,19.0,22.0,22.0,10
David Bell,24.0,2024,WR,CLE,1.0,0.0,,,,,,0.0,0.0,0.0,3.0,3.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,422.0,301.0,422.0,138
David Martin-Robinson,25.0,2024,TE,TEN,5.0,2.0,,,,,,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,727.0,301.0,727.0,100
David Montgomery,27.0,2024,RB,DET,14.0,14.0,1.0,1.0,3.0,1.0,0.0,185.0,775.0,12.0,38.0,36.0,341.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,65.0,56.0,64.0,61.8,21
David Moore,29.0,2024,WR,CAR,17.0,5.0,,,,,,1.0,0.0,0.0,57.0,32.0,351.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,301.0,440.0,301.0,371.0,119
David Njoku,28.0,2024,TE,CLE,11.0,11.0,,,,,,0.0,0.0,0.0,97.0,64.0,505.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,82.0,84.0,83.0,90.0,84.2,10
Davis Allen,23.0,2024,TE,LAR,15.0,5.0,,,,,,0.0,0.0,0.0,13.0,6.0,39.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0,301.0,399.0,301.0,367.0,50
Davis Mills,26.0,2024,QB,HOU,4.0,0.0,36.0,20.0,212.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0,301.0,674.0,301.0,528.5,65
Dawson Knox,28.0,2024,TE,BUF,16.0,13.0,,,,,,0.0,0.0,0.0,33.0,22.0,311.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,240.0,188.0,301.0,212.3,23
De'Von Achane,23.0,2024,RB,MIA,17.0,16.0,,,,,,203.0,907.0,6.0,87.0,78.0,592.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,25.0,30.0,18.0,27.4,11
DeAndre Carter,31.0,2024,WR,CHI,13.0,0.0,,,,,,0.0,0.0,0.0,14.0,9.0,72.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.0,301.0,799.0,301.0,636.5,182
DeAndre Hopkins,32.0,2024,WR,2TM,16.0,8.0,,,,,,0.0,0.0,0.0,80.0,56.0,610.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,96.0,126.0,98.0,107.6,44
DeVonta Smith,26.0,2024,WR,PHI,13.0,13.0,,,,,,1.0,1.0,0.0,89.0,68.0,833.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,49.0,37.0,45.0,44.0,23
DeeJay Dallas,26.0,2024,RB,ARI,17.0,0.0,,,,,,9.0,49.0,0.0,3.0,3.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,301.0,509.0,301.0,409.5,94
Deebo Samuel,28.0,2024,WR,SFO,15.0,15.0,0.0,0.0,0.0,0.0,0.0,42.0,136.0,1.0,81.0,51.0,670.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,33.0,31.0,28.0,32.0,15
Demarcus Robinson,30.0,2024,WR,LAR,17.0,17.0,,,,,,0.0,0.0,0.0,64.0,31.0,505.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,234.0,309.0,257.0,266.7,84
Demario Douglas,24.0,2024,WR,NWE,17.0,7.0,,,,,,3.0,16.0,0.0,87.0,66.0,621.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Derek Carr,33.0,2024,QB,NOR,10.0,10.0,279.0,189.0,2145.0,15.0,5.0,17.0,71.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,243.0,239.0,207.0,218.0,27
Derius Davis,24.0,2024,WR,LAC,15.0,2.0,,,,,,12.0,39.0,0.0,17.0,13.0,112.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,301.0,763.0,301.0,520.5,167
Derrick Henry,30.0,2024,RB,BAL,17.0,17.0,,,,,,325.0,1921.0,16.0,22.0,19.0,193.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,20.0,16.0,21.0,18.0,9
Deshaun Watson,29.0,2024,QB,CLE,7.0,7.0,216.0,137.0,1148.0,5.0,3.0,31.0,148.0,1.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,168.0,167.0,180.0,163.8,21
Desmond Ridder,25.0,2024,QB,LVR,6.0,1.0,85.0,52.0,458.0,2.0,2.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0,301.0,693.0,301.0,596.0,71
Deuce Vaughn,23.0,2024,RB,DAL,7.0,0.0,,,,,,17.0,70.0,0.0,5.0,3.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,299.0,292.0,301.0,295.5,78
Devaughn Vele,27.0,2024,WR,DEN,13.0,7.0,,,,,,0.0,0.0,0.0,55.0,41.0,475.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0,301.0,793.0,301.0,631.0,180
Deven Thompkins,25.0,2024,WR,CAR,7.0,0.0,,,,,,2.0,7.0,0.0,4.0,4.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,744.0,301.0,744.0,194
Devin Culp,24.0,2024,TE,TAM,5.0,0.0,,,,,,0.0,0.0,0.0,6.0,5.0,88.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,478.0,301.0,478.0,70
Devin Duvernay,27.0,2024,WR,JAX,13.0,1.0,,,,,,4.0,3.0,0.0,16.0,11.0,79.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,505.0,301.0,505.0,162
Devin Singletary,27.0,2024,RB,NYG,15.0,5.0,,,,,,113.0,437.0,4.0,24.0,21.0,119.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,99.0,107.0,73.0,94.4,31
Devontez Walker,23.0,2024,WR,BAL,9.0,0.0,,,,,,0.0,0.0,0.0,3.0,1.0,21.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,267.0,316.0,301.0,294.3,96
Diontae Johnson,28.0,2024,WR,3TM,12.0,8.0,,,,,,2.0,6.0,0.0,67.0,33.0,375.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,95.0,91.0,84.0,88.2,37
Dominick Puni,24.0,2024,OL,SFO,17.0,17.0,,,,,,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Dontayvion Wicks,23.0,2024,WR,GNB,17.0,5.0,,,,,,0.0,0.0,0.0,76.0,39.0,415.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,166.0,201.0,159.0,182.2,62
Dorian Thompson-Robinson,25.0,2024,QB,CLE,7.0,2.0,118.0,61.0,440.0,0.0,6.0,21.0,122.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,544.0,301.0,544.0,67
