Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Fumbles Lost,Field Goals Attempted 0-19,Field Goals Made 0-19,Field Goals Attempted 20-29,Field Goals Made 20-29,Field Goals Attempted 30-39,Field Goals Made 30-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Made,Extra Points Attempted,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP
Jamie Gillan,27.0,2024,K,NYG,13.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jamison Crowder,31.0,2024,WR,WAS,6.0,1.0,,,,,,0.0,0.0,0.0,13.0,9.0,72.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,567.0,301.0,567.0,171
Jamycal Hasty,28.0,2024,RB,NWE,15.0,0.0,,,,,,20.0,69.0,0.0,12.0,10.0,59.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jared Goff,30.0,2024,QB,DET,17.0,17.0,539.0,390.0,4629.0,37.0,12.0,35.0,56.0,0.0,1.0,1.0,7.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,109.0,111.0,117.0,116.0,15
Jared Wiley,24.0,2024,TE,KAN,7.0,2.0,,,,,,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,301.0,351.0,301.0,320.5,43
Jarrett Stidham,28.0,2024,QB,DEN,3.0,0.0,,,,,,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,386.0,301.0,386.0,49
Jase McClellan,22.0,2024,RB,ATL,2.0,0.0,,,,,,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,471.0,301.0,471.0,105
Jason Myers,33.0,2024,K,SEA,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,4.0,4.0,6.0,6.0,8.0,7.0,12.0,9.0,30.0,26.0,37.0,40.0,,,,,,,,,,,,,,,,,,,,,,226.0,209.0,179.0,198.0,196.4,14
Jason Sanders,29.0,2024,K,MIA,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,7.0,7.0,13.0,13.0,7.0,5.0,14.0,12.0,41.0,37.0,26.0,28.0,,,,,,,,,,,,,,,,,,,,,,273.0,176.0,165.0,184.0,199.4,15
Jauan Jennings,27.0,2024,WR,SFO,15.0,10.0,,,,,,0.0,0.0,0.0,113.0,77.0,975.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,301.0,307.0,301.0,280.0,89
Javon Baker,22.0,2024,WR,NWE,11.0,1.0,,,,,,0.0,0.0,0.0,4.0,1.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,224.0,330.0,301.0,323.7,107
Javonte Williams,24.0,2024,RB,DEN,17.0,11.0,,,,,,139.0,513.0,4.0,70.0,52.0,346.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,90.0,105.0,59.0,81.2,26
Jaxon Smith-Njigba,22.0,2024,WR,SEA,17.0,16.0,1.0,1.0,35.0,0.0,0.0,5.0,26.0,0.0,137.0,100.0,1130.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,100.0,110.0,94.0,99.8,40
Jayden Daniels,24.0,2024,QB,WAS,17.0,17.0,480.0,331.0,3568.0,25.0,9.0,148.0,891.0,6.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,115.0,104.0,100.0,102.6,12
Jayden Reed,24.0,2024,WR,GNB,17.0,10.0,,,,,,20.0,163.0,1.0,75.0,55.0,857.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,74.0,95.0,92.0,87.2,36
Jaylen Waddle,26.0,2024,WR,MIA,15.0,15.0,,,,,,4.0,12.0,0.0,83.0,58.0,744.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,51.0,36.0,41.0,41.0,42.6,20
Jaylen Warren,26.0,2024,RB,PIT,15.0,0.0,,,,,,120.0,511.0,1.0,47.0,38.0,310.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,98.0,100.0,83.0,92.6,30
Jaylen Wright,21.0,2024,RB,MIA,15.0,1.0,,,,,,68.0,249.0,0.0,6.0,3.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,150.0,219.0,133.0,169.8,49
Jeff Wilson,29.0,2024,RB,MIA,9.0,0.0,,,,,,16.0,57.0,0.0,3.0,3.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0,301.0,344.0,301.0,384.5,92
Jeremy McNichols,29.0,2024,RB,WAS,17.0,1.0,,,,,,55.0,261.0,4.0,12.0,9.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,301.0,301.0,805.0,301.0,805.0,129
Jeremy Ruckert,24.0,2024,TE,NYJ,17.0,9.0,,,,,,0.0,0.0,0.0,28.0,18.0,105.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0,301.0,457.0,301.0,473.0,69
Jermaine Burton,23.0,2024,WR,CIN,14.0,1.0,,,,,,0.0,0.0,0.0,14.0,4.0,107.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,199.0,203.0,244.0,215.3,71
Jermaine Jackson,24.0,2024,WR,NOR,4.0,0.0,,,,,,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jermar Jefferson,24.0,2024,RB,DET,2.0,0.0,,,,,,6.0,22.0,0.0,1.0,1.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,301.0,358.0,301.0,290.5,76
Jerome Ford,25.0,2024,RB,CLE,14.0,6.0,,,,,,104.0,565.0,3.0,43.0,37.0,225.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,122.0,152.0,85.0,113.0,37
Jerry Jeudy,25.0,2024,WR,CLE,17.0,16.0,,,,,,0.0,0.0,0.0,145.0,90.0,1229.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,134.0,136.0,164.0,137.0,143.8,55
Jha'Quan Jackson,24.0,2024,WR,TEN,12.0,0.0,,,,,,1.0,-5.0,0.0,3.0,1.0,8.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.0,301.0,898.0,301.0,667.5,185
Jimmy Garoppolo,33.0,2024,QB,LAR,1.0,1.0,41.0,27.0,334.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,301.0,408.0,301.0,328.5,40
Jody Fortson,29.0,2024,TE,KAN,3.0,0.0,,,,,,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Joe Burrow,28.0,2024,QB,CIN,17.0,17.0,652.0,460.0,4918.0,43.0,9.0,42.0,201.0,2.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,61.0,59.0,80.0,61.8,7
Joe Flacco,39.0,2024,QB,IND,8.0,6.0,248.0,162.0,1761.0,12.0,7.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,301.0,363.0,301.0,317.5,39
Joe Milton,24.0,2024,QB,NWE,1.0,0.0,29.0,22.0,241.0,1.0,0.0,10.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,301.0,432.0,301.0,386.0,50
Joe Mixon,28.0,2024,RB,HOU,14.0,14.0,1.0,0.0,0.0,0.0,0.0,245.0,1016.0,11.0,52.0,36.0,309.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,47.0,45.0,36.0,38.6,15
Joey Slye,28.0,2024,K,NWE,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,6.0,5.0,11.0,10.0,7.0,5.0,9.0,6.0,33.0,26.0,25.0,26.0,,,,,,,,,,,,,,,,,,,,,,231.0,301.0,345.0,301.0,288.0,30
John Bates,27.0,2024,TE,WAS,17.0,6.0,,,,,,0.0,0.0,0.0,13.0,8.0,84.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0,301.0,519.0,301.0,500.5,77
John FitzPatrick,24.0,2024,TE,GNB,9.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,522.0,301.0,522.0,83
John Metchie,24.0,2024,WR,HOU,13.0,3.0,,,,,,0.0,0.0,0.0,37.0,24.0,254.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0,301.0,396.0,301.0,371.5,120
John Parker Romo,27.0,2024,K,MIN,4.0,0.0,,,,,,,,,,,,,,,0.0,0.0,3.0,3.0,3.0,3.0,5.0,4.0,1.0,1.0,12.0,11.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,540.0,301.0,540.0,38
John Ross,29.0,2024,WR,PHI,1.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,576.0,301.0,576.0,174
John Samuel Shenker,26.0,2024,TE,LVR,8.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Johnny Hekker,34.0,2024,K,CAR,17.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Johnny Mundt,30.0,2024,TE,MIN,17.0,3.0,,,,,,0.0,0.0,0.0,27.0,19.0,142.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,301.0,410.0,301.0,407.5,61
Johnny Wilson,23.0,2024,WR,PHI,16.0,4.0,,,,,,0.0,0.0,0.0,15.0,5.0,38.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,301.0,420.0,301.0,367.0,116
Jonathan Mingo,23.0,2024,WR,2TM,17.0,6.0,,,,,,2.0,5.0,0.0,42.0,17.0,167.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,325.0,424.0,272.0,340.3,113
Jonathan Taylor,25.0,2024,RB,IND,14.0,13.0,,,,,,303.0,1431.0,11.0,31.0,18.0,136.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,13.0,12.0,10.0,10.4,5
Jonathan Ward,27.0,2024,RB,PIT,4.0,0.0,,,,,,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,654.0,301.0,654.0,118
Jonathon Brooks,21.0,2024,RB,CAR,3.0,1.0,,,,,,9.0,22.0,0.0,3.0,3.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,97.0,88.0,93.0,101.4,35
Jonnu Smith,29.0,2024,TE,MIA,17.0,6.0,,,,,,2.0,-1.0,0.0,111.0,88.0,884.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,226.0,258.0,214.0,227.3,26
Jordan Addison,22.0,2024,WR,MIN,15.0,15.0,,,,,,3.0,20.0,1.0,99.0,63.0,875.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,85.0,115.0,116.0,110.4,46
Jordan Akins,32.0,2024,TE,CLE,17.0,6.0,,,,,,0.0,0.0,0.0,58.0,40.0,390.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,301.0,442.0,301.0,420.0,65
Jordan Love,26.0,2024,QB,GNB,15.0,15.0,425.0,268.0,3389.0,25.0,11.0,25.0,83.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,80.0,72.0,75.0,71.4,10
Jordan Mason,25.0,2024,RB,SFO,12.0,6.0,,,,,,153.0,789.0,3.0,14.0,11.0,91.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,301.0,270.0,136.0,187.5,52
Jordan Matthews,32.0,2024,TE,CAR,4.0,1.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,798.0,301.0,798.0,105
Jordan Mims,25.0,2024,RB,NOR,11.0,0.0,,,,,,20.0,70.0,0.0,18.0,12.0,71.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,772.0,301.0,772.0,128
Jordan Stout,26.0,2024,K,BAL,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Jordan Whittington,24.0,2024,WR,LAR,15.0,3.0,,,,,,2.0,12.0,0.0,28.0,22.0,293.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,301.0,362.0,269.0,307.7,102
Josh Allen,28.0,2024,QB,BUF,17.0,17.0,483.0,307.0,3731.0,28.0,6.0,102.0,531.0,12.0,0.0,0.0,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,22.0,27.0,29.0,24.2,1
Josh Downs,23.0,2024,WR,IND,14.0,8.0,,,,,,1.0,12.0,0.0,107.0,72.0,803.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,164.0,234.0,195.0,200.5,68
Josh Jacobs,26.0,2024,RB,GNB,17.0,17.0,,,,,,301.0,1329.0,15.0,43.0,36.0,342.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,27.0,39.0,17.0,28.2,12
Josh Johnson,38.0,2024,QB,BAL,6.0,0.0,3.0,2.0,17.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,301.0,561.0,301.0,446.5,58
Josh Oliver,27.0,2024,TE,MIN,15.0,12.0,,,,,,0.0,0.0,0.0,28.0,22.0,258.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,301.0,417.0,301.0,363.0,48
Josh Palmer,25.0,2024,WR,LAC,15.0,7.0,,,,,,0.0,0.0,0.0,65.0,39.0,584.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Josh Reynolds,29.0,2024,WR,2TM,9.0,2.0,,,,,,0.0,0.0,0.0,24.0,13.0,194.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,326.0,343.0,301.0,334.5,112
Josh Whyle,25.0,2024,TE,TEN,17.0,4.0,,,,,,0.0,0.0,0.0,37.0,28.0,248.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,546.0,301.0,546.0,86
Joshua Dobbs,29.0,2024,QB,SFO,2.0,1.0,47.0,32.0,361.0,2.0,2.0,9.0,24.0,2.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,301.0,367.0,301.0,307.0,37
Joshua Karty,22.0,2024,K,LAR,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,11.0,10.0,10.0,9.0,6.0,4.0,7.0,6.0,34.0,29.0,32.0,36.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,279.0,260.0,269.5,28
Joshua Kelley,27.0,2024,RB,TEN,3.0,0.0,,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.0,301.0,656.0,301.0,576.5,111
Josiah Deguara,27.0,2024,TE,JAX,15.0,0.0,,,,,,0.0,0.0,0.0,3.0,3.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,644.0,301.0,644.0,94
JuJu Smith-Schuster,28.0,2024,WR,KAN,14.0,8.0,,,,,,0.0,0.0,0.0,26.0,18.0,231.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,301.0,272.0,301.0,245.5,79
Jude McAtamney,24.0,2024,K,NYG,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,638.0,301.0,638.0,41
Julian Hill,24.0,2024,TE,MIA,16.0,11.0,,,,,,0.0,0.0,0.0,19.0,12.0,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0,301.0,431.0,301.0,382.0,55
Julius Chestnut,24.0,2024,RB,TEN,17.0,0.0,,,,,,22.0,102.0,0.0,3.0,2.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,729.0,301.0,729.0,125
Justice Hill,27.0,2024,RB,BAL,15.0,0.0,,,,,,47.0,228.0,1.0,51.0,42.0,383.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,229.0,273.0,208.0,236.7,66
Justin Fields,25.0,2024,QB,PIT,10.0,6.0,161.0,106.0,1106.0,5.0,1.0,62.0,289.0,5.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,197.0,212.0,245.0,221.0,28
Justin Herbert,26.0,2024,QB,LAC,17.0,17.0,504.0,332.0,3870.0,23.0,3.0,69.0,306.0,2.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,124.0,130.0,138.0,130.8,17
Justin Jefferson,25.0,2024,WR,MIN,17.0,17.0,1.0,1.0,22.0,0.0,0.0,1.0,3.0,0.0,154.0,103.0,1533.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,6.0,7.0,7.0,5
Justin Tucker,35.0,2024,K,BAL,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,4.0,4.0,7.0,7.0,8.0,5.0,11.0,6.0,30.0,22.0,60.0,62.0,,,,,,,,,,,,,,,,,,,,,,97.0,127.0,67.0,131.0,108.4,1
Justin Watson,28.0,2024,WR,KAN,17.0,7.0,,,,,,0.0,0.0,0.0,32.0,22.0,289.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,301.0,289.0,301.0,264.0,82
Justyn Ross,25.0,2024,WR,KAN,2.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,375.0,301.0,375.0,122
Juwan Johnson,28.0,2024,TE,NOR,17.0,5.0,,,,,,0.0,0.0,0.0,66.0,50.0,548.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,272.0,286.0,229.0,262.3,33
K.J. Osborn,27.0,2024,WR,NWE,7.0,4.0,,,,,,0.0,0.0,0.0,18.0,7.0,57.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,308.0,323.0,301.0,315.5,105
Ka'imi Fairbairn,30.0,2024,K,HOU,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,10.0,8.0,11.0,11.0,5.0,4.0,16.0,13.0,42.0,36.0,34.0,36.0,,,,,,,,,,,,,,,,,,,,,,138.0,151.0,143.0,158.0,149.0,6
KaVontae Turpin,28.0,2024,WR,DAL,17.0,2.0,,,,,,16.0,92.0,0.0,52.0,31.0,420.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,301.0,314.0,301.0,279.0,88
Kadarius Toney,25.0,2024,WR,CLE,3.0,0.0,,,,,,2.0,-4.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,319.0,277.0,301.0,282.7,93
Kalif Raymond,30.0,2024,WR,DET,12.0,2.0,,,,,,2.0,0.0,0.0,22.0,17.0,215.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,304.0,301.0,304.0,101
Kameron Johnson,22.0,2024,WR,TAM,5.0,0.0,,,,,,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0,301.0,301.0,301.0,473.0,152
Kareem Hunt,29.0,2024,RB,KAN,13.0,8.0,,,,,,200.0,728.0,7.0,32.0,23.0,176.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0,301.0,301.0,301.0,409.0,93
Kayshon Boutte,22.0,2024,WR,NWE,15.0,13.0,,,,,,0.0,0.0,0.0,68.0,43.0,589.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,301.0,759.0,301.0,580.5,175
Ke'Shawn Vaughn,27.0,2024,RB,SFO,3.0,0.0,,,,,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,661.0,301.0,661.0,119
Keaton Mitchell,22.0,2024,RB,BAL,5.0,0.0,,,,,,15.0,30.0,0.0,1.0,1.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,246.0,295.0,222.0,254.3,70
Keenan Allen,32.0,2024,WR,CHI,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,121.0,70.0,744.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,64.0,80.0,81.0,79.4,35
Kendre Miller,22.0,2024,RB,NOR,6.0,2.0,,,,,,39.0,148.0,1.0,8.0,5.0,33.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,172.0,315.0,301.0,243.5,67
Kendric Pryor,26.0,2024,WR,CIN,1.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
Kendrick Bourne,29.0,2024,WR,NWE,12.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,38.0,28.0,305.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,285.0,383.0,301.0,334.0,111
Kenneth Gainwell,25.0,2024,RB,PHI,17.0,1.0,,,,,,75.0,290.0,1.0,22.0,16.0,116.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,270.0,247.0,197.0,229.3,63
Kenneth Walker III,24.0,2024,RB,SEA,11.0,11.0,,,,,,153.0,573.0,7.0,53.0,46.0,299.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,50.0,42.0,33.0,41.4,17
Kenny McIntosh,24.0,2024,RB,SEA,17.0,0.0,,,,,,31.0,172.0,0.0,4.0,3.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,379.0,301.0,379.0,88
Kenny Pickett,26.0,2024,QB,PHI,5.0,1.0,42.0,25.0,291.0,2.0,1.0,9.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,301.0,338.0,301.0,290.5,34
Kenny Yeboah,26.0,2024,TE,NYJ,9.0,1.0,,,,,,0.0,0.0,0.0,8.0,5.0,47.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,512.0,301.0,512.0,80
Keon Coleman,21.0,2024,WR,BUF,13.0,12.0,,,,,,1.0,9.0,0.0,57.0,29.0,556.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,94.0,102.0,114.0,104.6,42
Kevin Austin,24.0,2024,WR,NOR,8.0,2.0,,,,,,1.0,9.0,0.0,22.0,11.0,151.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301
KhaDarel Hodge,29.0,2024,WR,ATL,17.0,2.0,,,,,,0.0,0.0,0.0,12.0,7.0,131.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,598.0,301.0,598.0,178
