Player Name,2022 Age,2022 Position,2022 Team,2022 Games Played,2022 Games Started,2022 Passing Attempts,2022 Passing Completions,2022 Passing Yards,2022 Passing Touchdowns,2022 Interceptions Thrown,2022 Rushing Attempts,2022 Rushing Yards,2022 Rushing Touchdowns,2022 Targets,2022 Receptions,2022 Receiving Yards,2022 Receiving Touchdowns,2022 Fumbles,2022 Field Goals Attempted 0-39,2022 Field Goals Made 0-39,2022 Field Goals Attempted 40-49,2022 Field Goals Made 40-49,2022 Field Goals Attempted 50+,2022 Field Goals Made 50+,2022 Field Goals Attempted,2022 Field Goals Made,2022 Extra Points Attempted,2022 Extra Points Made,2022 Total Yards Allowed,2022 Total Plays,2022 Takeaways,2022 First Downs Allowed,2022 Passing Yards Allowed,2022 Passing Touchdowns Allowed,2022 Rushing Yards Allowed,2022 Rushing Touchdowns Allowed,2022 Penalties Committed,2022 Penalty Yards,2022 First Downs by Penalty,2022 Percent Drives Scored On,2022 Percent Drives Takeaway,2022 ST_Sacks,2022 ST_Interceptions,2022 ST_Fumble Recoveries,2022 ST_Forced Fumbles,2022 ST_Safeties,2022 ST_Special Teams Touchdowns,2022 Fantasy Points From Points,2022 XP2,2022 ESPN ADP,2022 Sleeper ADP,2022 NFL ADP,2022 RTSports ADP,2022 Average ADP,2022 Positional ADP,2022 PPR Fantasy Points Scored,2022 Standard Fantasy Points Scored,2023 Age,2023 Position,2023 Team,2023 Games Played,2023 Games Started,2023 Passing Attempts,2023 Passing Completions,2023 Passing Yards,2023 Passing Touchdowns,2023 Interceptions Thrown,2023 Rushing Attempts,2023 Rushing Yards,2023 Rushing Touchdowns,2023 Targets,2023 Receptions,2023 Receiving Yards,2023 Receiving Touchdowns,2023 Fumbles,2023 Field Goals Attempted 0-39,2023 Field Goals Made 0-39,2023 Field Goals Attempted 40-49,2023 Field Goals Made 40-49,2023 Field Goals Attempted 50+,2023 Field Goals Made 50+,2023 Field Goals Attempted,2023 Field Goals Made,2023 Extra Points Attempted,2023 Extra Points Made,2023 Total Yards Allowed,2023 Total Plays,2023 Takeaways,2023 First Downs Allowed,2023 Passing Yards Allowed,2023 Passing Touchdowns Allowed,2023 Rushing Yards Allowed,2023 Rushing Touchdowns Allowed,2023 Penalties Committed,2023 Penalty Yards,2023 First Downs by Penalty,2023 Percent Drives Scored On,2023 Percent Drives Takeaway,2023 ST_Sacks,2023 ST_Interceptions,2023 ST_Fumble Recoveries,2023 ST_Forced Fumbles,2023 ST_Safeties,2023 ST_Special Teams Touchdowns,2023 Fantasy Points From Points,2023 XP2,2023 ESPN ADP,2023 Sleeper ADP,2023 NFL ADP,2023 RTSports ADP,2023 Average ADP,2023 Positional ADP,2023 PPR Fantasy Points Scored,2023 Standard Fantasy Points Scored,2024 Age,2024 Position,2024 Team,2024 Games Played,2024 Games Started,2024 Passing Attempts,2024 Passing Completions,2024 Passing Yards,2024 Passing Touchdowns,2024 Interceptions Thrown,2024 Rushing Attempts,2024 Rushing Yards,2024 Rushing Touchdowns,2024 Targets,2024 Receptions,2024 Receiving Yards,2024 Receiving Touchdowns,2024 Fumbles,2024 Field Goals Attempted 0-39,2024 Field Goals Made 0-39,2024 Field Goals Attempted 40-49,2024 Field Goals Made 40-49,2024 Field Goals Attempted 50+,2024 Field Goals Made 50+,2024 Field Goals Attempted,2024 Field Goals Made,2024 Extra Points Attempted,2024 Extra Points Made,2024 Total Yards Allowed,2024 Total Plays,2024 Takeaways,2024 First Downs Allowed,2024 Passing Yards Allowed,2024 Passing Touchdowns Allowed,2024 Rushing Yards Allowed,2024 Rushing Touchdowns Allowed,2024 Penalties Committed,2024 Penalty Yards,2024 First Downs by Penalty,2024 Percent Drives Scored On,2024 Percent Drives Takeaway,2024 ST_Sacks,2024 ST_Interceptions,2024 ST_Fumble Recoveries,2024 ST_Forced Fumbles,2024 ST_Safeties,2024 ST_Special Teams Touchdowns,2024 Fantasy Points From Points,2024 XP2,2024 ESPN ADP,2024 Sleeper ADP,2024 NFL ADP,2024 RTSports ADP,2024 Average ADP,2024 Positional ADP,2024 PPR Fantasy Points Scored,2024 Standard Fantasy Points Scored
Jha'Quan Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,WR,TEN,12.0,0.0,,,,,,1.0,-5.0,0.0,3.0,1.0,8.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.0,301.0,898.0,301.0,667.5,185.0,-8.7,-9.7
Jimmy Garoppolo,31.0,QB,SFO,11.0,10.0,308.0,207.0,2437.0,16.0,4.0,23.0,33.0,2.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,233.0,301.0,233.0,29.0,162.78000000000003,162.78000000000003,32.0,QB,LVR,7.0,6.0,169.0,110.0,1205.0,7.0,9.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,230.0,207.0,234.0,213.3,28.0,60.1,60.1,33.0,QB,LAR,1.0,1.0,41.0,27.0,334.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,301.0,408.0,301.0,328.5,40.0,19.86,19.86
Jimmy Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,TE,NOR,13.0,2.0,,,,,,0.0,0.0,0.0,7.0,6.0,39.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,301.0,301.0,301.0,219.0,26.0,33.9,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jody Fortson,27.0,TE,KAN,13.0,1.0,,,,,,0.0,0.0,0.0,13.0,9.0,108.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,29.8,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,TE,KAN,3.0,0.0,,,,,,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,1.5,0.5
Joe Burrow,26.0,QB,CIN,16.0,16.0,606.0,414.0,4475.0,35.0,12.0,75.0,257.0,5.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,52.0,46.0,69.0,60.3,7.0,338.7,338.7,27.0,QB,CIN,10.0,10.0,365.0,244.0,2309.0,15.0,6.0,31.0,88.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,35.0,33.0,37.0,34.8,5.0,145.16000000000005,145.16000000000005,28.0,QB,CIN,17.0,17.0,652.0,460.0,4918.0,43.0,9.0,42.0,201.0,2.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,61.0,59.0,80.0,61.8,7.0,360.8200000000001,360.8200000000001
Joe Flacco,37.0,QB,NYJ,5.0,4.0,191.0,110.0,1051.0,5.0,3.0,3.0,6.0,0.0,0.0,0.0,-3.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,46.34,46.34,38.0,QB,CLE,5.0,5.0,204.0,123.0,1616.0,13.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,301.0,301.0,301.0,374.0,51.0,92.84,92.84,39.0,QB,IND,8.0,6.0,248.0,162.0,1761.0,12.0,7.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,301.0,363.0,301.0,317.5,39.0,99.04,99.04
Joe Milton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,QB,NWE,1.0,0.0,29.0,22.0,241.0,1.0,0.0,10.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,301.0,432.0,301.0,386.0,50.0,19.24,19.24
Joe Mixon,26.0,RB,CIN,14.0,14.0,,,,,,210.0,814.0,7.0,75.0,60.0,441.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,10.0,9.0,10.0,10.3,7.0,239.5,179.5,27.0,RB,CIN,17.0,17.0,,,,,,257.0,1034.0,9.0,64.0,52.0,376.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,36.0,42.0,31.0,33.0,13.0,267.0,215.0,28.0,RB,HOU,14.0,14.0,1.0,0.0,0.0,0.0,0.0,245.0,1016.0,11.0,52.0,36.0,309.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,47.0,45.0,36.0,38.6,15.0,240.50000000000003,204.50000000000003
Joey Slye,26.0,K,WAS,17.0,0.0,,,,,,,,,,,,,,14.0,13.0,10.0,8.0,6.0,4.0,30.0,25.0,28.0,24.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,299.0,301.0,299.0,29.0,102.0,102.0,27.0,K,WAS,17.0,0.0,,,,,,,,,,,,,,10.0,9.0,9.0,7.0,5.0,3.0,24.0,19.0,35.0,32.0,,,,,,,,,,,,,,,,,,,,,,245.0,301.0,289.0,301.0,267.0,30.0,91.0,91.0,28.0,K,NWE,17.0,0.0,,,,,,,,,,,,,,17.0,15.0,7.0,5.0,9.0,6.0,33.0,26.0,26.0,25.0,,,,,,,,,,,,,,,,,,,,,,231.0,301.0,345.0,301.0,288.0,30.0,111.0,111.0
John Bates,25.0,TE,WAS,16.0,7.0,,,,,,0.0,0.0,0.0,22.0,14.0,108.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,28.8,14.8,26.0,TE,WAS,17.0,4.0,,,,,,0.0,0.0,0.0,28.0,19.0,151.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.0,301.0,301.0,301.0,363.0,63.0,34.1,15.1,27.0,TE,WAS,17.0,6.0,,,,,,0.0,0.0,0.0,13.0,8.0,84.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0,301.0,519.0,301.0,500.5,77.0,14.4,6.4
John Brown,32.0,WR,BUF,3.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,42.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,11.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John FitzPatrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,TE,ATL,9.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,302.0,301.0,301.0,351.5,58.0,2.2,1.2000000000000002,24.0,TE,GNB,9.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,522.0,301.0,522.0,83.0,1.2,0.2
John Metchie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,WR,HOU,16.0,0.0,,,,,,1.0,4.0,0.0,30.0,16.0,158.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,217.0,301.0,253.0,235.0,79.0,32.2,16.2,24.0,WR,HOU,13.0,3.0,,,,,,0.0,0.0,0.0,37.0,24.0,254.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0,301.0,396.0,301.0,371.5,120.0,53.400000000000006,29.4
John Parker Romo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,K,MIN,4.0,0.0,,,,,,,,,,,,,,6.0,6.0,5.0,4.0,1.0,1.0,12.0,11.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,540.0,301.0,540.0,38.0,43.0,43.0
John Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,WR,PHI,1.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,576.0,301.0,576.0,174.0,1.6,0.6000000000000001
John Samuel Shenker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,TE,LVR,8.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,1.7000000000000002,0.7000000000000001
John Wolford,27.0,QB,LAR,3.0,3.0,62.0,38.0,390.0,1.0,3.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,10.8,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Hekker,32.0,K,CAR,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,33.0,K,CAR,17.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,-11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,34.0,K,CAR,17.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0
Johnny Mundt,28.0,TE,MIN,17.0,12.0,,,,,,0.0,0.0,0.0,21.0,19.0,140.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,39.0,20.0,29.0,TE,MIN,17.0,0.0,,,,,,0.0,0.0,0.0,23.0,17.0,172.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0,301.0,301.0,301.0,499.0,80.0,40.2,23.2,30.0,TE,MIN,17.0,3.0,,,,,,0.0,0.0,0.0,27.0,19.0,142.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,301.0,410.0,301.0,407.5,61.0,45.2,26.200000000000003
Johnny Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,WR,PHI,16.0,4.0,,,,,,0.0,0.0,0.0,15.0,5.0,38.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,301.0,420.0,301.0,367.0,116.0,14.8,9.8
Jonathan Mingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,WR,CAR,15.0,14.0,,,,,,0.0,0.0,0.0,85.0,43.0,418.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,172.0,195.0,184.0,190.3,65.0,82.80000000000001,39.8,23.0,WR,2TM,17.0,6.0,,,,,,2.0,5.0,0.0,42.0,17.0,167.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,325.0,424.0,272.0,340.3,113.0,32.2,15.2
Jonathan Taylor,23.0,RB,IND,11.0,11.0,,,,,,192.0,861.0,4.0,40.0,28.0,143.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,146.40000000000003,118.4,24.0,RB,IND,10.0,7.0,,,,,,169.0,741.0,7.0,23.0,19.0,153.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,45.0,11.0,68.0,47.8,18.0,154.40000000000003,135.4,25.0,RB,IND,14.0,13.0,,,,,,303.0,1431.0,11.0,31.0,18.0,136.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,13.0,12.0,10.0,10.4,5.0,238.7,220.7
Jonathan Ward,25.0,RB,TEN,3.0,0.0,,,,,,5.0,25.0,0.0,3.0,2.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,5.2,3.2,26.0,RB,TEN,7.0,0.0,,,,,,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,1.1,1.1,27.0,RB,PIT,4.0,0.0,,,,,,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,654.0,301.0,654.0,118.0,2.2,2.2
Jonathan Williams,28.0,RB,WAS,13.0,2.0,,,,,,37.0,152.0,0.0,10.0,7.0,40.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,26.200000000000003,19.200000000000003,29.0,RB,WAS,1.0,0.0,,,,,,1.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathon Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,RB,CAR,3.0,1.0,,,,,,9.0,22.0,0.0,3.0,3.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,97.0,88.0,93.0,101.4,35.0,7.5,4.5
Jonnu Smith,27.0,TE,NWE,14.0,8.0,,,,,,1.0,5.0,0.0,38.0,27.0,245.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,273.0,301.0,273.0,33.0,50.0,23.0,28.0,TE,ATL,17.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,50.0,582.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,301.0,301.0,301.0,319.0,51.0,124.2,74.2,29.0,TE,MIA,17.0,6.0,,,,,,2.0,-1.0,0.0,111.0,88.0,884.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,226.0,258.0,214.0,227.3,26.0,220.3,132.3
Jordan Addison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,WR,MIN,17.0,14.0,,,,,,1.0,2.0,0.0,108.0,70.0,911.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,85.0,102.0,86.0,93.8,37.0,221.3,151.3,22.0,WR,MIN,15.0,15.0,,,,,,3.0,20.0,1.0,99.0,63.0,875.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,85.0,115.0,116.0,110.4,46.0,212.5,149.5
Jordan Akins,30.0,TE,HOU,15.0,3.0,,,,,,0.0,0.0,0.0,54.0,37.0,495.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,114.5,77.5,31.0,TE,CLE,17.0,4.0,,,,,,0.0,0.0,0.0,23.0,15.0,132.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,301.0,301.0,301.0,406.0,67.0,28.200000000000003,13.2,32.0,TE,CLE,17.0,6.0,,,,,,0.0,0.0,0.0,58.0,40.0,390.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,301.0,442.0,301.0,420.0,65.0,89.0,49.0
Jordan Howard,28.0,RB,NOR,2.0,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Love,24.0,QB,GNB,4.0,0.0,21.0,14.0,195.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,11.7,11.7,25.0,QB,GNB,17.0,17.0,579.0,372.0,4159.0,32.0,11.0,50.0,247.0,4.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,189.0,189.0,199.0,189.0,24.0,303.06,303.06,26.0,QB,GNB,15.0,15.0,425.0,268.0,3389.0,25.0,11.0,25.0,83.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,80.0,72.0,75.0,71.4,10.0,219.86,219.86
Jordan Mason,23.0,RB,SFO,16.0,0.0,,,,,,43.0,258.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,220.0,220.0,68.0,31.8,31.8,24.0,RB,SFO,17.0,0.0,,,,,,40.0,206.0,3.0,4.0,3.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,301.0,301.0,301.0,418.0,92.0,44.7,41.7,25.0,RB,SFO,12.0,6.0,,,,,,153.0,789.0,3.0,14.0,11.0,91.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,301.0,270.0,136.0,187.5,52.0,111.0,100.0
Jordan Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,TE,CAR,4.0,1.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,798.0,301.0,798.0,105.0,0.0,0.0
Jordan Mims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,RB,NOR,2.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,25.0,RB,NOR,11.0,0.0,,,,,,20.0,70.0,0.0,18.0,12.0,71.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,772.0,301.0,772.0,128.0,26.1,14.1
Jordan Stout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,K,BAL,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,26.0,K,BAL,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0
Jordan Whittington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,WR,LAR,15.0,3.0,,,,,,2.0,12.0,0.0,28.0,22.0,293.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,301.0,362.0,269.0,307.7,102.0,52.5,30.5
Jordan Wilkins,28.0,RB,IND,4.0,0.0,,,,,,13.0,58.0,0.0,8.0,6.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,14.7,8.700000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Ali,23.0,WR,ATL,2.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
