Player Name,2022 Age,2022 Position,2022 Team,2022 Games Played,2022 Games Started,2022 Passing Attempts,2022 Passing Completions,2022 Passing Yards,2022 Passing Touchdowns,2022 Interceptions Thrown,2022 Rushing Attempts,2022 Rushing Yards,2022 Rushing Touchdowns,2022 Targets,2022 Receptions,2022 Receiving Yards,2022 Receiving Touchdowns,2022 Fumbles,2022 Field Goals Attempted 0-39,2022 Field Goals Made 0-39,2022 Field Goals Attempted 40-49,2022 Field Goals Made 40-49,2022 Field Goals Attempted 50+,2022 Field Goals Made 50+,2022 Field Goals Attempted,2022 Field Goals Made,2022 Extra Points Attempted,2022 Extra Points Made,2022 Total Yards Allowed,2022 Total Plays,2022 Takeaways,2022 First Downs Allowed,2022 Passing Yards Allowed,2022 Passing Touchdowns Allowed,2022 Rushing Yards Allowed,2022 Rushing Touchdowns Allowed,2022 Penalties Committed,2022 Penalty Yards,2022 First Downs by Penalty,2022 Percent Drives Scored On,2022 Percent Drives Takeaway,2022 ST_Sacks,2022 ST_Interceptions,2022 ST_Fumble Recoveries,2022 ST_Forced Fumbles,2022 ST_Safeties,2022 ST_Special Teams Touchdowns,2022 Fantasy Points From Points,2022 XP2,2022 ESPN ADP,2022 Sleeper ADP,2022 NFL ADP,2022 RTSports ADP,2022 Average ADP,2022 Positional ADP,2022 PPR Fantasy Points Scored,2022 Standard Fantasy Points Scored,2023 Age,2023 Position,2023 Team,2023 Games Played,2023 Games Started,2023 Passing Attempts,2023 Passing Completions,2023 Passing Yards,2023 Passing Touchdowns,2023 Interceptions Thrown,2023 Rushing Attempts,2023 Rushing Yards,2023 Rushing Touchdowns,2023 Targets,2023 Receptions,2023 Receiving Yards,2023 Receiving Touchdowns,2023 Fumbles,2023 Field Goals Attempted 0-39,2023 Field Goals Made 0-39,2023 Field Goals Attempted 40-49,2023 Field Goals Made 40-49,2023 Field Goals Attempted 50+,2023 Field Goals Made 50+,2023 Field Goals Attempted,2023 Field Goals Made,2023 Extra Points Attempted,2023 Extra Points Made,2023 Total Yards Allowed,2023 Total Plays,2023 Takeaways,2023 First Downs Allowed,2023 Passing Yards Allowed,2023 Passing Touchdowns Allowed,2023 Rushing Yards Allowed,2023 Rushing Touchdowns Allowed,2023 Penalties Committed,2023 Penalty Yards,2023 First Downs by Penalty,2023 Percent Drives Scored On,2023 Percent Drives Takeaway,2023 ST_Sacks,2023 ST_Interceptions,2023 ST_Fumble Recoveries,2023 ST_Forced Fumbles,2023 ST_Safeties,2023 ST_Special Teams Touchdowns,2023 Fantasy Points From Points,2023 XP2,2023 ESPN ADP,2023 Sleeper ADP,2023 NFL ADP,2023 RTSports ADP,2023 Average ADP,2023 Positional ADP,2023 PPR Fantasy Points Scored,2023 Standard Fantasy Points Scored,2024 Age,2024 Position,2024 Team,2024 Games Played,2024 Games Started,2024 Passing Attempts,2024 Passing Completions,2024 Passing Yards,2024 Passing Touchdowns,2024 Interceptions Thrown,2024 Rushing Attempts,2024 Rushing Yards,2024 Rushing Touchdowns,2024 Targets,2024 Receptions,2024 Receiving Yards,2024 Receiving Touchdowns,2024 Fumbles,2024 Field Goals Attempted 0-39,2024 Field Goals Made 0-39,2024 Field Goals Attempted 40-49,2024 Field Goals Made 40-49,2024 Field Goals Attempted 50+,2024 Field Goals Made 50+,2024 Field Goals Attempted,2024 Field Goals Made,2024 Extra Points Attempted,2024 Extra Points Made,2024 Total Yards Allowed,2024 Total Plays,2024 Takeaways,2024 First Downs Allowed,2024 Passing Yards Allowed,2024 Passing Touchdowns Allowed,2024 Rushing Yards Allowed,2024 Rushing Touchdowns Allowed,2024 Penalties Committed,2024 Penalty Yards,2024 First Downs by Penalty,2024 Percent Drives Scored On,2024 Percent Drives Takeaway,2024 ST_Sacks,2024 ST_Interceptions,2024 ST_Fumble Recoveries,2024 ST_Forced Fumbles,2024 ST_Safeties,2024 ST_Special Teams Touchdowns,2024 Fantasy Points From Points,2024 XP2,2024 ESPN ADP,2024 Sleeper ADP,2024 NFL ADP,2024 RTSports ADP,2024 Average ADP,2024 Positional ADP,2024 PPR Fantasy Points Scored,2024 Standard Fantasy Points Scored
Adam Prentice,25.0,RB,NOR,11.0,2.0,,,,,,4.0,9.0,0.0,3.0,3.0,9.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,2.8,-0.1999999999999999,26.0,RB,NOR,13.0,1.0,,,,,,2.0,12.0,0.0,3.0,2.0,12.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,301.0,301.0,301.0,492.0,11.0,2.4000000000000004,0.4000000000000003,27.0,RB,NOR,17.0,7.0,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,687.0,301.0,687.0,8.0,0.0,0.0
Adam Thielen,32.0,WR,MIN,17.0,17.0,,,,,,1.0,4.0,0.0,107.0,70.0,716.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,73.0,70.0,78.0,72.0,73.3,29.0,180.0,110.0,33.0,WR,CAR,17.0,17.0,,,,,,1.0,6.0,0.0,137.0,103.0,1014.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,137.0,127.0,158.0,127.0,137.3,50.0,227.0,124.0,34.0,WR,CAR,10.0,10.0,,,,,,0.0,0.0,0.0,62.0,48.0,615.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,163.0,172.0,156.0,161.0,57.0,139.5,91.5
Adam Trautman,25.0,TE,NOR,15.0,12.0,,,,,,0.0,0.0,0.0,22.0,18.0,207.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,44.7,26.700000000000003,26.0,TE,DEN,17.0,12.0,,,,,,0.0,0.0,0.0,35.0,22.0,204.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,301.0,301.0,301.0,336.0,53.0,60.400000000000006,38.400000000000006,27.0,TE,DEN,17.0,14.0,,,,,,0.0,0.0,0.0,22.0,13.0,188.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,301.0,449.0,301.0,381.0,54.0,43.8,30.8
Adonai Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,WR,IND,17.0,7.0,1.0,1.0,24.0,0.0,0.0,4.0,6.0,0.0,55.0,23.0,312.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,133.0,193.0,169.0,170.6,60.0,51.760000000000005,28.760000000000005
Aidan O'Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,QB,LVR,11.0,10.0,343.0,213.0,2218.0,12.0,7.0,17.0,11.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0,301.0,301.0,301.0,369.0,50.0,121.82,121.82,26.0,QB,LVR,9.0,7.0,243.0,154.0,1612.0,8.0,4.0,21.0,30.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,302.0,288.0,301.0,295.0,35.0,93.48,93.48
Ainias Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,WR,PHI,7.0,1.0,,,,,,2.0,6.0,0.0,9.0,7.0,41.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,301.0,395.0,301.0,394.0,127.0,17.7,10.7
Albert Okwuegbunam,24.0,TE,DEN,8.0,1.0,,,,,,0.0,0.0,0.0,18.0,10.0,95.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,131.0,184.0,172.0,169.3,18.0,25.5,15.5,25.0,TE,PHI,4.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,301.0,301.0,301.0,280.0,41.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Ingold,26.0,RB,MIA,17.0,14.0,,,,,,6.0,8.0,1.0,23.0,15.0,105.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,38.3,23.3,27.0,RB,MIA,17.0,13.0,,,,,,2.0,0.0,0.0,16.0,13.0,119.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,301.0,301.0,301.0,359.0,4.0,24.9,11.9,28.0,RB,MIA,15.0,10.0,,,,,,10.0,17.0,1.0,12.0,11.0,96.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,301.0,301.0,301.0,374.0,2.0,24.3,13.3
Alec Pierce,22.0,WR,IND,16.0,12.0,,,,,,0.0,0.0,0.0,78.0,41.0,593.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,196.0,264.0,174.0,211.3,70.0,110.3,69.30000000000001,23.0,WR,IND,17.0,16.0,,,,,,0.0,0.0,0.0,65.0,32.0,514.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,208.0,270.0,201.0,226.3,75.0,95.4,63.400000000000006,24.0,WR,IND,16.0,13.0,,,,,,0.0,0.0,0.0,69.0,37.0,824.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.0,301.0,348.0,301.0,414.5,134.0,161.4,124.4
Alex Armah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,RB,WAS,8.0,0.0,,,,,,0.0,0.0,0.0,3.0,3.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,4.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Bachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,WR,LVR,6.0,1.0,,,,,,0.0,0.0,0.0,3.0,3.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,824.0,301.0,824.0,200.0,6.1,3.1
Alex Erickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,WR,LAC,8.0,3.0,,,,,,0.0,0.0,0.0,29.0,16.0,232.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,45.2,29.200000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Mattison,24.0,RB,MIN,17.0,0.0,,,,,,74.0,283.0,5.0,18.0,15.0,91.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,124.0,142.0,120.0,135.0,43.0,88.39999999999999,73.39999999999999,25.0,RB,MIN,16.0,13.0,,,,,,180.0,700.0,0.0,44.0,30.0,192.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,57.0,94.0,46.0,62.8,22.0,131.2,101.2,26.0,RB,LVR,14.0,7.0,,,,,,132.0,420.0,4.0,48.0,36.0,294.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,301.0,227.0,268.0,191.0,228.7,62.0,137.4,101.4
Allen Lazard,27.0,WR,GNB,15.0,15.0,,,,,,2.0,0.0,0.0,100.0,60.0,788.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,93.0,135.0,91.0,104.5,43.0,174.8,114.8,28.0,WR,NYJ,14.0,12.0,,,,,,0.0,0.0,0.0,49.0,23.0,311.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,126.0,154.0,134.0,143.5,51.0,60.1,37.1,29.0,WR,NYJ,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,37.0,530.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,301.0,290.0,301.0,303.0,100.0,126.0,89.0
Allen Robinson,29.0,WR,LAR,10.0,10.0,,,,,,0.0,0.0,0.0,52.0,33.0,339.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,57.0,63.0,62.0,62.8,24.0,84.9,51.9,30.0,WR,PIT,17.0,17.0,,,,,,0.0,0.0,0.0,49.0,34.0,280.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,284.0,301.0,264.0,274.0,94.0,62.0,28.0,31.0,WR,DET,12.0,0.0,,,,,,0.0,0.0,0.0,7.0,3.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,562.0,301.0,562.0,170.0,6.0,3.0
Alvin Kamara,27.0,RB,NOR,15.0,13.0,,,,,,223.0,897.0,2.0,77.0,57.0,490.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,15.0,16.0,12.0,13.3,8.0,211.7,154.7,28.0,RB,NOR,13.0,12.0,,,,,,180.0,694.0,5.0,86.0,75.0,466.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,51.0,63.0,68.0,64.0,61.5,21.0,233.0,158.0,29.0,RB,NOR,14.0,14.0,,,,,,228.0,950.0,6.0,89.0,68.0,543.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,48.0,49.0,34.0,39.6,16.0,263.3,195.3
Amari Cooper,28.0,WR,CLE,17.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.0,78.0,1160.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,59.0,64.0,78.0,67.8,28.0,246.0,168.0,29.0,WR,CLE,15.0,15.0,,,,,,0.0,0.0,0.0,128.0,72.0,1250.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,41.0,42.0,45.0,40.0,42.0,18.0,225.0,153.0,30.0,WR,2TM,14.0,10.0,,,,,,0.0,0.0,0.0,85.0,44.0,547.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,59.0,48.0,58.0,56.8,25.0,122.7,78.7
Amari Rodgers,23.0,WR,2TM,16.0,1.0,,,,,,2.0,7.0,0.0,25.0,16.0,204.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,31.1,15.1,24.0,WR,IND,3.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.0,301.0,301.0,301.0,376.0,124.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameer Abdullah,29.0,RB,LVR,17.0,0.0,,,,,,4.0,20.0,0.0,32.0,25.0,211.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,282.0,203.0,242.5,76.0,54.1,29.1,30.0,RB,LVR,17.0,0.0,,,,,,15.0,89.0,0.0,24.0,19.0,131.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,41.0,22.0,31.0,RB,LVR,16.0,3.0,,,,,,66.0,311.0,2.0,47.0,40.0,261.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,381.0,301.0,381.0,90.0,123.2,83.2
Amon-Ra St. Brown,23.0,WR,DET,16.0,16.0,,,,,,9.0,95.0,0.0,146.0,106.0,1161.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,68.0,75.0,53.0,63.5,25.0,267.6,161.60000000000002,24.0,WR,DET,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,164.0,119.0,1515.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,17.0,21.0,16.0,18.8,10.0,330.9,211.9,25.0,WR,DET,17.0,17.0,1.0,1.0,7.0,1.0,0.0,2.0,6.0,0.0,141.0,115.0,1263.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,5.0,6.0,6.2,3.0,316.18,201.18
Anders Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,K,GNB,17.0,0.0,,,,,,,,,,,,,,20.0,20.0,8.0,4.0,5.0,3.0,33.0,27.0,39.0,34.0,,,,,,,,,,,,,,,,,,,,,,220.0,301.0,283.0,301.0,251.5,28.0,109.0,109.0,26.0,K,2TM,7.0,0.0,,,,,,,,,,,,,,5.0,5.0,7.0,5.0,3.0,3.0,15.0,13.0,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,319.0,301.0,256.0,301.0,287.5,29.0,54.0,54.0
Andre Baccellia,25.0,WR,ARI,8.0,0.0,,,,,,0.0,0.0,0.0,10.0,7.0,45.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,11.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrei Iosivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,WR,CIN,16.0,1.0,,,,,,0.0,0.0,0.0,25.0,15.0,116.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,301.0,301.0,301.0,321.0,114.0,50.6,35.6,25.0,WR,CIN,17.0,8.0,,,,,,0.0,0.0,0.0,61.0,36.0,479.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,339.0,258.0,298.5,97.0,119.9,83.9
Andrew Beck,26.0,TE,DEN,13.0,4.0,,,,,,2.0,0.0,0.0,11.0,5.0,69.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,11.9,6.9,27.0,RB,HOU,15.0,12.0,,,,,,5.0,3.0,1.0,13.0,11.0,55.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0,301.0,301.0,301.0,445.0,9.0,32.8,21.8,28.0,RB,2TM,4.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,501.0,301.0,501.0,5.0,0.0,0.0
Andrew Ogletree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,TE,IND,12.0,9.0,,,,,,0.0,0.0,0.0,21.0,9.0,147.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,35.7,26.700000000000003,26.0,TE,IND,17.0,6.0,,,,,,0.0,0.0,0.0,14.0,9.0,109.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,25.9,16.9
Andy Dalton,35.0,QB,NOR,14.0,14.0,378.0,252.0,2871.0,18.0,9.0,30.0,54.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,164.24,164.24,36.0,QB,CAR,3.0,1.0,58.0,34.0,361.0,2.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,301.0,301.0,301.0,346.0,49.0,23.639999999999997,23.639999999999997,37.0,QB,CAR,6.0,5.0,160.0,106.0,989.0,7.0,6.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,301.0,474.0,301.0,410.0,51.0,54.96,54.96
Andy Isabella,26.0,WR,2TM,5.0,0.0,,,,,,1.0,1.0,0.0,5.0,2.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,4.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Lee,40.0,K,ARI,17.0,0.0,1.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Brown,24.0,QB,BAL,2.0,1.0,49.0,22.0,302.0,0.0,2.0,3.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,5.58,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Firkser,27.0,RB,ATL,11.0,1.0,,,,,,0.0,0.0,0.0,13.0,9.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,19.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Gould,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,WR,IND,8.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,899.0,301.0,899.0,210.0,3.3000000000000003,2.3000000000000003
Anthony McFarland Jr.,24.0,RB,PIT,1.0,0.0,,,,,,6.0,30.0,0.0,2.0,2.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,6.1,4.1,25.0,RB,PIT,3.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,3.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,WR,BAL,2.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,807.0,301.0,807.0,199.0,2.6,1.6
Anthony Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,QB,IND,4.0,4.0,84.0,50.0,577.0,3.0,1.0,25.0,136.0,4.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,113.0,118.0,125.0,120.3,14.0,64.68,64.68,22.0,QB,IND,11.0,11.0,264.0,126.0,1814.0,8.0,12.0,86.0,499.0,6.0,1.0,1.0,-1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,56.0,52.0,60.0,57.6,6.0,149.36,148.36
Anthony Schwartz,22.0,WR,CLE,11.0,1.0,,,,,,4.0,57.0,1.0,10.0,4.0,51.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301.0,18.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,WR,DET,9.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,301.0,301.0,301.0,393.0,131.0,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Gibson,24.0,RB,WAS,15.0,6.0,,,,,,149.0,546.0,3.0,58.0,46.0,353.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,56.0,58.0,61.0,64.8,25.0,163.9,117.9,25.0,RB,WAS,16.0,2.0,,,,,,65.0,265.0,1.0,59.0,48.0,389.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,98.0,160.0,80.0,112.5,36.0,123.4,75.4,26.0,RB,NWE,17.0,3.0,,,,,,120.0,538.0,1.0,29.0,23.0,206.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,171.0,243.0,143.0,173.8,50.0,99.4,76.4
