Player Name,2018 Age,2018 Position,2018 Team,2018 Games Played,2018 Games Started,2018 Passing Attempts,2018 Passing Completions,2018 Passing Yards,2018 Passing Touchdowns,2018 Interceptions Thrown,2018 Rushing Attempts,2018 Rushing Yards,2018 Rushing Touchdowns,2018 Targets,2018 Receptions,2018 Receiving Yards,2018 Receiving Touchdowns,2018 Fumbles,2018 Field Goals Attempted 0-39,2018 Field Goals Made 0-39,2018 Field Goals Attempted 40-49,2018 Field Goals Made 40-49,2018 Field Goals Attempted 50+,2018 Field Goals Made 50+,2018 Field Goals Attempted,2018 Field Goals Made,2018 Extra Points Attempted,2018 Extra Points Made,2018 Total Yards Allowed,2018 Total Plays,2018 Takeaways,2018 First Downs Allowed,2018 Passing Yards Allowed,2018 Passing Touchdowns Allowed,2018 Rushing Yards Allowed,2018 Rushing Touchdowns Allowed,2018 Penalties Committed,2018 Penalty Yards,2018 First Downs by Penalty,2018 Percent Drives Scored On,2018 Percent Drives Takeaway,2018 ST_Sacks,2018 ST_Interceptions,2018 ST_Fumble Recoveries,2018 ST_Forced Fumbles,2018 ST_Safeties,2018 ST_Special Teams Touchdowns,2018 Fantasy Points From Points,2018 XP2,2018 ESPN ADP,2018 Sleeper ADP,2018 NFL ADP,2018 RTSports ADP,2018 Average ADP,2018 Positional ADP,2018 PPR Fantasy Points Scored,2018 Standard Fantasy Points Scored,2019 Age,2019 Position,2019 Team,2019 Games Played,2019 Games Started,2019 Passing Attempts,2019 Passing Completions,2019 Passing Yards,2019 Passing Touchdowns,2019 Interceptions Thrown,2019 Rushing Attempts,2019 Rushing Yards,2019 Rushing Touchdowns,2019 Targets,2019 Receptions,2019 Receiving Yards,2019 Receiving Touchdowns,2019 Fumbles,2019 Field Goals Attempted 0-39,2019 Field Goals Made 0-39,2019 Field Goals Attempted 40-49,2019 Field Goals Made 40-49,2019 Field Goals Attempted 50+,2019 Field Goals Made 50+,2019 Field Goals Attempted,2019 Field Goals Made,2019 Extra Points Attempted,2019 Extra Points Made,2019 Total Yards Allowed,2019 Total Plays,2019 Takeaways,2019 First Downs Allowed,2019 Passing Yards Allowed,2019 Passing Touchdowns Allowed,2019 Rushing Yards Allowed,2019 Rushing Touchdowns Allowed,2019 Penalties Committed,2019 Penalty Yards,2019 First Downs by Penalty,2019 Percent Drives Scored On,2019 Percent Drives Takeaway,2019 ST_Sacks,2019 ST_Interceptions,2019 ST_Fumble Recoveries,2019 ST_Forced Fumbles,2019 ST_Safeties,2019 ST_Special Teams Touchdowns,2019 Fantasy Points From Points,2019 XP2,2019 ESPN ADP,2019 Sleeper ADP,2019 NFL ADP,2019 RTSports ADP,2019 Average ADP,2019 Positional ADP,2019 PPR Fantasy Points Scored,2019 Standard Fantasy Points Scored,2020 Age,2020 Position,2020 Team,2020 Games Played,2020 Games Started,2020 Passing Attempts,2020 Passing Completions,2020 Passing Yards,2020 Passing Touchdowns,2020 Interceptions Thrown,2020 Rushing Attempts,2020 Rushing Yards,2020 Rushing Touchdowns,2020 Targets,2020 Receptions,2020 Receiving Yards,2020 Receiving Touchdowns,2020 Fumbles,2020 Field Goals Attempted 0-39,2020 Field Goals Made 0-39,2020 Field Goals Attempted 40-49,2020 Field Goals Made 40-49,2020 Field Goals Attempted 50+,2020 Field Goals Made 50+,2020 Field Goals Attempted,2020 Field Goals Made,2020 Extra Points Attempted,2020 Extra Points Made,2020 Total Yards Allowed,2020 Total Plays,2020 Takeaways,2020 First Downs Allowed,2020 Passing Yards Allowed,2020 Passing Touchdowns Allowed,2020 Rushing Yards Allowed,2020 Rushing Touchdowns Allowed,2020 Penalties Committed,2020 Penalty Yards,2020 First Downs by Penalty,2020 Percent Drives Scored On,2020 Percent Drives Takeaway,2020 ST_Sacks,2020 ST_Interceptions,2020 ST_Fumble Recoveries,2020 ST_Forced Fumbles,2020 ST_Safeties,2020 ST_Special Teams Touchdowns,2020 Fantasy Points From Points,2020 XP2,2020 ESPN ADP,2020 Sleeper ADP,2020 NFL ADP,2020 RTSports ADP,2020 Average ADP,2020 Positional ADP,2020 PPR Fantasy Points Scored,2020 Standard Fantasy Points Scored,2021 Age,2021 Position,2021 Team,2021 Games Played,2021 Games Started,2021 Passing Attempts,2021 Passing Completions,2021 Passing Yards,2021 Passing Touchdowns,2021 Interceptions Thrown,2021 Rushing Attempts,2021 Rushing Yards,2021 Rushing Touchdowns,2021 Targets,2021 Receptions,2021 Receiving Yards,2021 Receiving Touchdowns,2021 Fumbles,2021 Field Goals Attempted 0-39,2021 Field Goals Made 0-39,2021 Field Goals Attempted 40-49,2021 Field Goals Made 40-49,2021 Field Goals Attempted 50+,2021 Field Goals Made 50+,2021 Field Goals Attempted,2021 Field Goals Made,2021 Extra Points Attempted,2021 Extra Points Made,2021 Total Yards Allowed,2021 Total Plays,2021 Takeaways,2021 First Downs Allowed,2021 Passing Yards Allowed,2021 Passing Touchdowns Allowed,2021 Rushing Yards Allowed,2021 Rushing Touchdowns Allowed,2021 Penalties Committed,2021 Penalty Yards,2021 First Downs by Penalty,2021 Percent Drives Scored On,2021 Percent Drives Takeaway,2021 ST_Sacks,2021 ST_Interceptions,2021 ST_Fumble Recoveries,2021 ST_Forced Fumbles,2021 ST_Safeties,2021 ST_Special Teams Touchdowns,2021 Fantasy Points From Points,2021 XP2,2021 ESPN ADP,2021 Sleeper ADP,2021 NFL ADP,2021 RTSports ADP,2021 Average ADP,2021 Positional ADP,2021 PPR Fantasy Points Scored,2021 Standard Fantasy Points Scored,2022 Age,2022 Position,2022 Team,2022 Games Played,2022 Games Started,2022 Passing Attempts,2022 Passing Completions,2022 Passing Yards,2022 Passing Touchdowns,2022 Interceptions Thrown,2022 Rushing Attempts,2022 Rushing Yards,2022 Rushing Touchdowns,2022 Targets,2022 Receptions,2022 Receiving Yards,2022 Receiving Touchdowns,2022 Fumbles,2022 Field Goals Attempted 0-39,2022 Field Goals Made 0-39,2022 Field Goals Attempted 40-49,2022 Field Goals Made 40-49,2022 Field Goals Attempted 50+,2022 Field Goals Made 50+,2022 Field Goals Attempted,2022 Field Goals Made,2022 Extra Points Attempted,2022 Extra Points Made,2022 Total Yards Allowed,2022 Total Plays,2022 Takeaways,2022 First Downs Allowed,2022 Passing Yards Allowed,2022 Passing Touchdowns Allowed,2022 Rushing Yards Allowed,2022 Rushing Touchdowns Allowed,2022 Penalties Committed,2022 Penalty Yards,2022 First Downs by Penalty,2022 Percent Drives Scored On,2022 Percent Drives Takeaway,2022 ST_Sacks,2022 ST_Interceptions,2022 ST_Fumble Recoveries,2022 ST_Forced Fumbles,2022 ST_Safeties,2022 ST_Special Teams Touchdowns,2022 Fantasy Points From Points,2022 XP2,2022 ESPN ADP,2022 Sleeper ADP,2022 NFL ADP,2022 RTSports ADP,2022 Average ADP,2022 Positional ADP,2022 PPR Fantasy Points Scored,2022 Standard Fantasy Points Scored,2023 Age,2023 Position,2023 Team,2023 Games Played,2023 Games Started,2023 Passing Attempts,2023 Passing Completions,2023 Passing Yards,2023 Passing Touchdowns,2023 Interceptions Thrown,2023 Rushing Attempts,2023 Rushing Yards,2023 Rushing Touchdowns,2023 Targets,2023 Receptions,2023 Receiving Yards,2023 Receiving Touchdowns,2023 Fumbles,2023 Field Goals Attempted 0-39,2023 Field Goals Made 0-39,2023 Field Goals Attempted 40-49,2023 Field Goals Made 40-49,2023 Field Goals Attempted 50+,2023 Field Goals Made 50+,2023 Field Goals Attempted,2023 Field Goals Made,2023 Extra Points Attempted,2023 Extra Points Made,2023 Total Yards Allowed,2023 Total Plays,2023 Takeaways,2023 First Downs Allowed,2023 Passing Yards Allowed,2023 Passing Touchdowns Allowed,2023 Rushing Yards Allowed,2023 Rushing Touchdowns Allowed,2023 Penalties Committed,2023 Penalty Yards,2023 First Downs by Penalty,2023 Percent Drives Scored On,2023 Percent Drives Takeaway,2023 ST_Sacks,2023 ST_Interceptions,2023 ST_Fumble Recoveries,2023 ST_Forced Fumbles,2023 ST_Safeties,2023 ST_Special Teams Touchdowns,2023 Fantasy Points From Points,2023 XP2,2023 ESPN ADP,2023 Sleeper ADP,2023 NFL ADP,2023 RTSports ADP,2023 Average ADP,2023 Positional ADP,2023 PPR Fantasy Points Scored,2023 Standard Fantasy Points Scored,2024 Age,2024 Position,2024 Team,2024 Games Played,2024 Games Started,2024 Passing Attempts,2024 Passing Completions,2024 Passing Yards,2024 Passing Touchdowns,2024 Interceptions Thrown,2024 Rushing Attempts,2024 Rushing Yards,2024 Rushing Touchdowns,2024 Targets,2024 Receptions,2024 Receiving Yards,2024 Receiving Touchdowns,2024 Fumbles,2024 Field Goals Attempted 0-39,2024 Field Goals Made 0-39,2024 Field Goals Attempted 40-49,2024 Field Goals Made 40-49,2024 Field Goals Attempted 50+,2024 Field Goals Made 50+,2024 Field Goals Attempted,2024 Field Goals Made,2024 Extra Points Attempted,2024 Extra Points Made,2024 Total Yards Allowed,2024 Total Plays,2024 Takeaways,2024 First Downs Allowed,2024 Passing Yards Allowed,2024 Passing Touchdowns Allowed,2024 Rushing Yards Allowed,2024 Rushing Touchdowns Allowed,2024 Penalties Committed,2024 Penalty Yards,2024 First Downs by Penalty,2024 Percent Drives Scored On,2024 Percent Drives Takeaway,2024 ST_Sacks,2024 ST_Interceptions,2024 ST_Fumble Recoveries,2024 ST_Forced Fumbles,2024 ST_Safeties,2024 ST_Special Teams Touchdowns,2024 Fantasy Points From Points,2024 XP2,2024 ESPN ADP,2024 Sleeper ADP,2024 NFL ADP,2024 RTSports ADP,2024 Average ADP,2024 Positional ADP,2024 PPR Fantasy Points Scored,2024 Standard Fantasy Points Scored
James Washington,22.0,WR,PIT,14.0,6.0,,,,,,0.0,0.0,0.0,38.0,16.0,217.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,227.7,78.0,43.7,27.7,23.0,WR,PIT,15.0,10.0,,,,,,0.0,0.0,0.0,80.0,44.0,735.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,,162.0,121.0,123.2,43.0,133.5,89.5,24.0,WR,PIT,16.0,7.0,,,,,,0.0,0.0,0.0,56.0,30.0,392.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,211.5,71.0,99.2,69.2,25.0,WR,PIT,15.0,2.0,,,,,,2.0,13.0,0.0,44.0,24.0,285.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.0,112.0,65.8,41.8,26.0,WR,DAL,2.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James White,26.0,RB,NWE,16.0,3.0,,,,,,94.0,425.0,5.0,123.0,87.0,751.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,108.0,116.0,38.0,276.6,189.6,27.0,RB,NWE,15.0,1.0,1.0,1.0,35.0,0.0,0.0,67.0,263.0,1.0,95.0,72.0,645.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,54.0,,63.0,49.0,53.3,25.0,200.2,128.2,28.0,RB,NWE,14.0,0.0,,,,,,35.0,121.0,2.0,62.0,49.0,375.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,71.0,80.8,30.0,114.6,65.6,29.0,RB,NWE,3.0,0.0,,,,,,10.0,38.0,1.0,14.0,12.0,94.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,179.0,197.0,135.0,151.8,45.0,31.2,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameson Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,WR,DET,6.0,0.0,,,,,,1.0,40.0,0.0,9.0,1.0,41.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,221.0,198.0,202.7,66.0,15.1,14.1,22.0,WR,DET,12.0,10.0,,,,,,3.0,29.0,1.0,42.0,24.0,354.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,136.0,130.0,160.0,154.0,55.0,78.3,54.3,23.0,WR,DET,15.0,11.0,,,,,,11.0,61.0,1.0,91.0,58.0,1001.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,111.0,127.0,101.0,120.2,49.0,212.2,154.2
Jamie Gillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,K,CLE,16.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.0,K,CLE,16.0,0.0,,,,,,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,24.0,K,CLE,12.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,25.0,K,NYG,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,26.0,K,NYG,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0,4.0,4.0,27.0,K,NYG,13.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,211.0,-2.0,-2.0
Jamison Crowder,25.0,WR,WAS,9.0,7.0,,,,,,4.0,30.0,0.0,49.0,29.0,388.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,74.0,88.4,34.0,82.8,53.8,26.0,WR,NYJ,16.0,12.0,,,,,,1.0,4.0,0.0,122.0,78.0,833.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,235.0,155.0,157.5,52.0,197.7,119.7,27.0,WR,NYJ,12.0,7.0,1.0,1.0,43.0,1.0,0.0,1.0,14.0,0.0,89.0,59.0,699.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,111.0,104.8,39.0,172.02,113.02,28.0,WR,NYJ,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,51.0,447.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,230.0,222.0,247.0,266.0,228.2,75.0,107.7,56.7,29.0,WR,BUF,4.0,0.0,,,,,,0.0,0.0,0.0,13.0,6.0,60.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,261.0,,253.5,85.0,10.0,4.0,30.0,WR,WAS,17.0,0.0,,,,,,0.0,0.0,0.0,20.0,16.0,159.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0,33.9,17.9,31.0,WR,WAS,6.0,1.0,,,,,,0.0,0.0,0.0,13.0,9.0,72.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.0,,567.0,171.0,24.2,15.2
Jamize Olawale,29.0,RB,DAL,16.0,4.0,,,,,,0.0,0.0,0.0,4.0,2.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,5.0,3.3,1.3,30.0,RB,DAL,16.0,5.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0,,,,404.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamycal Hasty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,RB,SFO,8.0,0.0,,,,,,39.0,148.0,1.0,8.0,7.0,33.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,22.1,25.0,RB,SFO,11.0,0.0,,,,,,16.0,68.0,1.0,29.0,23.0,157.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,24.5,26.0,RB,JAX,17.0,0.0,,,,,,46.0,194.0,2.0,26.0,20.0,126.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,70.0,50.0,27.0,RB,JAX,3.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0,0.0,0.0,28.0,RB,NWE,15.0,0.0,,,,,,20.0,69.0,0.0,12.0,10.0,59.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,211.0,28.8,18.8
Jared Cook,31.0,TE,OAK,16.0,14.0,,,,,,0.0,0.0,0.0,101.0,68.0,896.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,197.0,171.0,17.0,193.6,125.6,32.0,TE,NOR,14.0,7.0,,,,,,0.0,0.0,0.0,65.0,43.0,705.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,61.0,82.0,71.3,7.0,167.5,124.5,33.0,TE,NOR,15.0,5.0,,,,,,0.0,0.0,0.0,60.0,37.0,504.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,123.0,105.5,10.0,127.4,90.4,34.0,TE,LAC,16.0,10.0,,,,,,0.0,0.0,0.0,83.0,48.0,564.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,178.0,160.0,157.0,158.0,165.4,18.0,132.4,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Goff,24.0,QB,LAR,16.0,16.0,561.0,364.0,4688.0,32.0,12.0,43.0,108.0,2.0,0.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,130.0,121.0,16.0,290.32,290.32,25.0,QB,LAR,16.0,16.0,626.0,394.0,4638.0,22.0,16.0,33.0,40.0,2.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,76.0,91.0,88.3,10.0,237.52,237.52,26.0,QB,LAR,15.0,15.0,552.0,370.0,3952.0,20.0,13.0,51.0,99.0,4.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,,,136.0,143.5,16.0,231.98,231.98,27.0,QB,DET,14.0,14.0,494.0,332.0,3245.0,19.0,8.0,17.0,87.0,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,,244.0,279.0,238.0,32.0,180.5,180.5,28.0,QB,DET,17.0,17.0,587.0,382.0,4438.0,29.0,7.0,29.0,73.0,0.0,1.0,1.0,5.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,207.0,234.0,234.0,184.0,214.8,27.0,276.32,275.32,29.0,QB,DET,17.0,17.0,605.0,407.0,4575.0,30.0,12.0,32.0,21.0,2.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,148.0,134.0,120.0,138.8,17.0,281.1,281.1,30.0,QB,DET,17.0,17.0,539.0,390.0,4629.0,37.0,12.0,35.0,56.0,0.0,1.0,1.0,7.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,109.0,111.0,117.0,116.0,15.0,310.46,309.46
Jared Wiley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,TE,KAN,7.0,2.0,,,,,,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,,351.0,,320.5,43.0,1.7,0.7
Jaren Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,QB,MIN,3.0,2.0,20.0,13.0,168.0,0.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.0,,,,452.0,60.0,2.12,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaret Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,RB,WAS,17.0,1.0,,,,,,68.0,266.0,2.0,11.0,10.0,73.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,277.0,86.0,53.9,43.9,23.0,RB,WAS,3.0,0.0,,,,,,17.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,7.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarius Wright,29.0,WR,CAR,16.0,6.0,,,,,,2.0,39.0,0.0,59.0,43.0,447.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,93.6,50.6,30.0,WR,CAR,16.0,9.0,,,,,,1.0,-7.0,0.0,58.0,28.0,296.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.0,,,,659.5,177.0,56.9,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaron Brown,28.0,WR,SEA,16.0,2.0,,,,,,0.0,0.0,0.0,19.0,14.0,166.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,320.0,112.0,60.6,46.6,29.0,WR,SEA,14.0,4.0,,,,,,0.0,0.0,0.0,28.0,16.0,220.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.0,,,,633.0,169.0,48.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
